"","id","pubdate","firstauthor","lastauthor","source","title","year"
"112","17032555","2006 Nov","Schnadig ID","Blanke CD","Current treatment options in oncology","Gastrointestinal stromal tumors: imatinib and beyond.","2006"
"113","17026800","2006 Sep","Yap TA","Eisen TG","Clinical genitourinary cancer","Adjuvant therapy of renal cell carcinoma.","2006"
"114","16974118","2006 Sep","van Spronsen DJ","De Mulder PH","Onkologie","Targeted approaches for treating advanced clear cell renal carcinoma.","2006"
"115","16939387","2006 Sep","Cox MC","Swain SM","Expert opinion on emerging drugs","Emerging drugs to replace current leaders in first-line therapy for breast cancer.","2006"
"116","16905978","2006 Sep","Mancuso A","Sternberg CN","Current opinion in urology","New treatment approaches in metastatic renal cell carcinoma.","2006"
"117","16880234","2006 Jul-Aug","Morabito A","Perrone F","The oncologist","Tyrosine kinase inhibitors of vascular endothelial growth factor receptors in clinical trials: current status and future directions.","2006"
"118","16860997","2006 Dec","Larkin JM","Eisen T","Critical reviews in oncology/hematology","Kinase inhibitors in the treatment of renal cell carcinoma.","2006"
"119","16859575","2006 Jun","Reddy K","Reddy K","Clinical genitourinary cancer","Phase III study of sunitinib malate (SU11248) versus interferon-alpha as first-line treatment in patients with metastatic renal cell carcinoma.","2006"
"120","16858179","2006 Aug","Gold JS","Dematteo RP","Annals of surgery","Combined surgical and molecular therapy: the gastrointestinal stromal tumor model.","2006"
"121","16850127","2006 Jun","Eto M","Naito S","International journal of clinical oncology","Molecular targeting therapy for renal cell carcinoma.","2006"
"122","16845442","2006 Jun","Cabebe E","Wakelee H","Drugs of today (Barcelona, Spain : 1998)","Sunitinib: a newly approved small-molecule inhibitor of angiogenesis.","2006"
"123","16772838","2006 Jul","Pariente A","Biour M","European journal of gastroenterology &amp; hepatology","Imatinib mesylate-induced acute hepatitis in a patient treated for gastrointestinal stromal tumour.","2006"
"124","16672131","2006 Apr","Bleumer I","Mulders PF","The Canadian journal of urology","The role of adjuvant therapy in non-metastatic RCC.","2006"
"125","16640800","2006 Mar","Lee D","Heymach JV","Clinical lung cancer","Emerging antiangiogenic agents in lung cancer.","2006"
"126","16634693","2006 May","Motzer RJ","Christensen JG","Expert opinion on investigational drugs","Sunitinib malate for the treatment of solid tumours: a review of current clinical data.","2006"
"127","16608985","2006 Mar","Tiseo M","Ardizzoni A","Annals of oncology : official journal of the European Society for Medical Oncology","Multi-target inhibitors in non-small cell lung cancer (NSCLC).","2006"
"128","16507216","2006 Mar","Rini BI","Rini BI","Current oncology reports","VEGF-targeted therapy in renal cell carcinoma: active drugs and active choices.","2006"
"129","16465192","2006 Mar 13","Patel PH","Motzer RJ","British journal of cancer","Targeted therapy for metastatic renal cell carcinoma.","2006"
"130","16418310","2006 Aug","Schöffski P","Van Poppel H","Annals of oncology : official journal of the European Society for Medical Oncology","Emerging role of tyrosine kinase inhibitors in the treatment of advanced renal cell cancer: a review.","2006"
"131","26576187","2015 Oct 14","Scarpace SL","Scarpace SL","Drugs in context","Metastatic squamous cell non-small-cell lung cancer (NSCLC): disrupting the drug treatment paradigm with immunotherapies.","2015"
"132","26508880","2015 Oct 15","Yan Y","Grothey A","OncoTargets and therapy","Molecular profiling in the treatment of colorectal cancer: focus on regorafenib.","2015"
"133","26451083","2015 Sep 22","Chan MM","Zalcberg JR","Biologics : targets &amp; therapy","Clinical utility of ramucirumab in advanced gastric cancer.","2015"
"134","26422782","2015","Abdel-Rahman O","ElHalawani H","Future oncology (London, England)","Risk of hematological toxicities in patients with solid tumors treated with ramucirumab: a meta-analysis.","2015"
"135","26413377","2015 Jan-Feb","Oholendt AL","Zadlo JL","Journal of the advanced practitioner in oncology","Ramucirumab: A New Therapy for Advanced Gastric Cancer.","2015"
"136","26359224","2015","Sudo K","Yamada Y","Expert opinion on pharmacotherapy","Advancing pharmacological treatment options for advanced gastric cancer.","2015"
"137","26251608","2015 Jul 28","ElHalawani H","Abdel-Rahman O","Therapeutics and clinical risk management","Critical evaluation of ramucirumab in the treatment of advanced gastric and gastroesophageal cancers.","2015"
"138","26190526","2015","Calvetti L","Bria E","Expert opinion on biological therapy","The coming of ramucirumab in the landscape of anti-angiogenic drugs: potential clinical and translational perspectives.","2015"
"139","26108356","2015","Waidmann O","Trojan J","Expert opinion on investigational drugs","Novel drugs in clinical development for hepatocellular carcinoma.","2015"
"140","26098435","2015","Mazzola CR","Chin J","Expert opinion on investigational drugs","Targeting the VEGF pathway in metastatic bladder cancer.","2015"
"141","26045669","2015 May 22","Aprile G","Scartozzi M","OncoTargets and therapy","Tracking the 2015 Gastrointestinal Cancers Symposium: bridging cancer biology to clinical gastrointestinal oncology.","2015"
"142","25993153","2015","Gerber DE","Dowlati A","American Society of Clinical Oncology educational book. American Society of Clinical Oncology. Meeting","Beyond adenocarcinoma: current treatments and future directions for squamous, small cell, and rare lung cancer histologies.","2015"
"143","25949870","2015 Feb 3","Vacchelli E","Galluzzi L","Oncoimmunology","Trial watch: Tumor-targeting monoclonal antibodies for oncological indications.","2015"
"144","25914779","2015 Apr 18","Deng GL","Shen H","World journal of hepatology","Chemotherapy and target therapy for hepatocellular carcinoma: New advances and challenges.","2015"
"145","25881479","2015 Jun","Fioroni I","Tonini G","Expert opinion on pharmacotherapy","Role of c-mesenchymal-epithelial transition pathway in gastric cancer.","2015"
"146","25855060","2015 Aug","Caglevic C","Rolfo C","Therapeutic advances in respiratory disease","Nintedanib in non-small cell lung cancer: from preclinical to approval.","2015"
"147","25800976","2015 Aug","Aprile G","Fasola G","Critical reviews in oncology/hematology","Angiogenic inhibitors in gastric cancers and gastroesophageal junction carcinomas: A critical insight.","2015"
"148","25706252","2015 May","Thiel A","Ristimäki A","APMIS : acta pathologica, microbiologica, et immunologica Scandinavica","Targeted therapy in gastric cancer.","2015"
"149","25602682","2015 Mar","Reinmuth N","Reck M","Current opinion in oncology","Novel angiogenesis inhibitors in nonsmall cell lung cancer.","2015"
"150","25580271","2014 Dec 1","Stinchcombe TE","Stinchcombe TE","F1000prime reports","Recent advances in the treatment of non-small cell and small cell lung cancer.","2014"
"151","25568876","2014 Dec","Fontanella C","Aprile G","Annals of translational medicine","Clinical advances in the development of novel VEGFR2 inhibitors.","2014"
"152","25538401","2014 Oct","Fontana E","Cunningham D","Indian journal of medical and paediatric oncology : official journal of Indian Society of Medical &amp; Paediatric Oncology","Anti-angiogenic therapies for advanced esophago-gastric cancer.","2014"
"153","25514409","2014 Dec 11","Kristensen TB","Magnusson NE","International journal of molecular sciences","Anti-vascular endothelial growth factor therapy in breast cancer.","2014"
"154","25484055","2015","Reichert JM","Reichert JM","mAbs","Antibodies to watch in 2015.","2015"
"155","25483267","2015 Mar","Ku GY","Ilson DH","Expert opinion on emerging drugs","Emerging mAbs for the treatment of esophagogastric cancer.","2015"
"156","25472913","2015 Oct","Chuma M","Sakamoto N","Hepatology research : the official journal of the Japan Society of Hepatology","New molecularly targeted therapies against advanced hepatocellular carcinoma: From molecular pathogenesis to clinical trials and future directions.","2015"
"157","25431958","2015 Feb","Shitara K","Ohtsu A","Expert review of gastroenterology &amp; hepatology","Ramucirumab for gastric cancer.","2015"
"158","25378934","2014 Oct 29","Aprile G","Grossi F","OncoTargets and therapy","Ramucirumab: preclinical research and clinical development.","2014"
"159","25373315","2015 May","Hong S","Zhang L","Journal of cancer research and clinical oncology","Efficacy and safety of angiogenesis inhibitors in advanced non-small cell lung cancer: a systematic review and meta-analysis.","2015"
"160","25369306","2014 Nov","Reig M","Bruix J","Seminars in liver disease","Systemic therapy for hepatocellular carcinoma: the issue of treatment stage migration and registration of progression using the BCLC-refined RECIST.","2014"
"161","25320655","2014 Oct 15","Shum H","Rajdev L","World journal of gastrointestinal oncology","Multimodality management of resectable gastric cancer: A review.","2014"
"162","25320512","2014 Oct 14","Aoyagi K","Shirouzu K","World journal of gastroenterology","Molecular targeting to treat gastric cancer.","2014"
"163","25320502","2014 Oct 14","Elimova E","Ajani JA","World journal of gastroenterology","Medical management of gastric cancer: a 2014 update.","2014"
"164","25281695","2014 Dec 1","Javle M","Chau I","Clinical cancer research : an official journal of the American Association for Cancer Research","Ramucirumab: successfully targeting angiogenesis in gastric cancer.","2014"
"165","25268988","2014 Sep 30","Iacovelli R","Di Bartolomeo M","PloS one","Chemotherapy or targeted therapy as second-line treatment of advanced gastric cancer. A systematic review and meta-analysis of published studies.","2014"
"166","25260318","2014 Oct","Reig M","Bruix J","Best practice &amp; research. Clinical gastroenterology","Systemic treatment.","2014"
"167","25197781","2014 Nov","Ku GY","Ilson DH","Current opinion in gastroenterology","Management of gastric cancer.","2014"
"168","25167943","2014 Sep","Venerito M","Malfertheiner P","Helicobacter","Gastric cancer--epidemiologic and clinical aspects.","2014"
"169","25142842","2014 Oct","Kim C","Spratlin J","The oncologist","How prognostic and predictive biomarkers are transforming our understanding and management of advanced gastric cancer.","2014"
"170","25047778","2014 Oct","Clarke JM","Rangwala F","Cancer treatment reviews","Understanding the mechanisms of action of antiangiogenic agents in metastatic colorectal cancer: a clinician's perspective.","2014"
"171","25018016","2014 Sep","O'Sullivan Coyne G","Burotto M","Expert opinion on biological therapy","Clinical experience with ramucirumab : outcomes in breast cancer.","2014"
"172","24993497","2015 Jan","Park DJ","Yoon SS","Gastric cancer : official journal of the International Gastric Cancer Association and the Japanese Gastric Cancer Association","Vascular endothelial growth factor a inhibition in gastric cancer.","2015"
"173","24970311","2015 Jan","Abdel-Rahman O","Abdel-Rahman O","Critical reviews in oncology/hematology","Targeting vascular endothelial growth factor (VEGF) pathway in gastric cancer: preclinical and clinical aspects.","2015"
"174","24953238","2014 Aug","Garrido M","Lacave AJ","Expert review of anticancer therapy","Challenges in first line chemotherapy and targeted therapy in advanced gastric cancer.","2014"
"175","24916147","2014 Jun","Poole RM","Vaidya A","Drugs","Ramucirumab: first global approval.","2014"
"176","24881691","2014 Sep","Barzi A","Thara E","Expert opinion on biological therapy","Angiogenesis in esophageal and gastric cancer: a paradigm shift in treatment.","2014"
"177","24858418","2014 Aug","Yang W","Klempner SJ","Biochimica et biophysica acta","Targeted therapy for gastric cancer: molecular pathways and ongoing investigations.","2014"
"178","24810646","2014 Jun","Reataza M","Imagawa DK","Frontiers of medicine","Advances in managing hepatocellular carcinoma.","2014"
"179","24806575","2014 Jul","Aprile G","Scartozzi M","Expert opinion on investigational drugs","The challenge of targeted therapies for gastric cancer patients: the beginning of a long journey.","2014"
"180","26674336","2014 May","Schulte N","Härtel N","Gastrointestinal tumors","Gastric Cancer: New Drugs - New Strategies.","2014"
"181","24665840","2014 Jul","Al-Batran SE","Werner D","Expert review of gastroenterology &amp; hepatology","Recent advances and future trends in the targeted therapy of metastatic gastric cancer.","2014"
