"PubSID","Name"
"84901586010","microwave ablation"
"84901586010","radioembolization"
"84901586010","radiofrequency ablation"
"84901586010","sorafenib"
"84905253056","Cancer"
"84905253056","Gastric"
"84905253056","Mutation"
"84905253056","Proteomics"
"84905253056","Sequencing"
"84905253056","Targeted therapy"
"84905827126","Angiogenesis"
"84905827126","Breast cancer"
"84905827126","Cancer"
"84905827126","Clinical trials"
"84905827126","MAb"
"84905827126","Ramucirumab"
"84905827126","VEGF"
"84905827126","VEGFR-2"
"84903175348","Biological"
"84903175348","Esophageal"
"84903175348","Esophagogastric"
"84903175348","Gastric"
"84903175348","Gastroesophageal"
"84903175348","Molecular"
"84903175348","Oesophageal"
"84903175348","Personalized"
"84903175348","Targeted"
"84903175348","Treatment"
"84944746471","Metastatic colon cancer"
"84944746471","Molecular profiling"
"84944746471","Regorafenib"
"84944746471","Targeted therapy"
"84958202246","Antibodies"
"84958202246","Antibodies"
"84958202246","Avelumab"
"84958202246","Bevacizumab"
"84958202246","Carboplatin"
"84958202246","Carcinoma"
"84958202246","Cisplatin"
"84958202246","Gemcitabine"
"84958202246","Immunotherapy"
"84958202246","MEDI4736"
"84958202246","Molecular targeted therapy"
"84958202246","Monoclonal"
"84958202246","MPDL3280A"
"84958202246","MSB0010718C"
"84958202246","Nivolumab"
"84958202246","Non-small-cell lung cancer"
"84958202246","Pembrolizumab"
"84958202246","Pemetrexed"
"84958202246","Programmed cell death-1 receptor"
"84958202246","Ramucirumab"
"84958202246","Squamous cell"
"84942307259","Angiogenesis"
"84942307259","Gastric cancer"
"84942307259","IMC-1121B"
"84942307259","Ramucirumab"
"84942307259","Targeted therapy"
"84942307259","Vascular endothelial growth factor receptor-2"
"84938236267","Gastric cancer"
"84938236267","Gastroesophageal cancer"
"84938236267","Ramucirumab"
"84938709400","bevacizumab"
"84938709400","cetuximab"
"84938709400","obinutuzumab"
"84938709400","ramucirumab"
"84938709400","rituximab"
"84938709400","trastuzumab"
"84928990257","Brivanib"
"84928990257","Erlotinib"
"84928990257","Everolimus"
"84928990257","Hepatocellular carcinoma"
"84928990257","Linifanib"
"84928990257","Molecular targeted therapy"
"84928990257","Ramucirumab"
"84928990257","Regorafenib"
"84928990257","Sorafenib"
"84928990257","Sunitinib"
"84928990257","Tivantinib"
"84930651849","AMG 337"
"84930651849","Colorectal cancer"
"84930651849","Gastric cancer"
"84930651849","Onartuzumab"
"84930651849","Pembrolizumab"
"84930651849","Ramucirumab"
"84930651849","Target therapy"
"85015497707","Angiogenesis"
"85015497707","Antibodies anti-VEGFR2"
"85015497707","Apatinib"
"85015497707","Breast cancer"
"85015497707","Gastric cancer"
"85015497707","Lung cancer"
"85015497707","Ramucirumab"
"85015497707","Vascular endothelial growth factor receptor 2 (VEGFR2)"
"84945456021","Clinical trials"
"84945456021","Hepatocellular carcinoma"
"84945456021","Molecularly targeted therapy"
"84945456021","Novel agents"
"84945456021","Sorafenib"
"84908282604","Antiangiogenic"
"84908282604","Breast cancer"
"84908282604","Gastric cancer"
"84908282604","Lung cancer"
"84908282604","Ramucirumab"
"84914095200","Angiogenesis"
"84914095200","bevacizumab"
"84914095200","esophageal cancer"
"84914095200","gastric cancer"
"84914095200","ramucirumab"
"0029937765","Campath-1H"
"0029937765","chronic lymphocytic leukaemia"
"0029937765","monoclonal antibody"
"0029937765","therapy"
"0033522647","Antibody humanization"
"0033522647","CAMPATH-1H"
"0033522647","CD52"
"0033522647","Protein crystallography"
"0033522647","Therapeutic antibodies"
"0035555519","Bone marrow"
"0035555519","CAMPATH"
"0035555519","CD52"
"0035555519","Half-life"
"0035555519","Pharmacokinetics"
"0035555519","Stem cell"
"0035555519","T-cell depletion"
"0036470439","CAMPATH"
"0036470439","CD52"
"0036470439","Immunofluorescence"
"0036470439","Pharmacokinetics"
"0036470439","Validation"
"0029875268","Antiglobulin response"
"0029875268","CAMPATH-1H"
"0029875268","Immunotherapy"
"0029875268","Monoclonal antibody"
"0029875268","Rheumatoid arthritis"
"0030964964","Campath-1H"
"0030964964","CLL"
"0032005642","Anti-CD52"
"0032005642","B and T cells"
"0032005642","B and T leukemias"
"0032005642","Campath-1H"
"0035075989","Anti-CD52 antibody"
"0035075989","Flow cytometric analysis"
"0035075989","Monoclonal antibody"
"0036941305","CAMPATH-1H"
"0036941305","Monoclonal antibody therapy"
"0036941305","Multicenter phase I/II study"
"0036941305","non-Hodgkin's lymphoma"
"0033949148","CAMPATH-1"
"0033949148","Graftfailure"
"0033949148","GVHD"
"0033949148","HLA-identical sibling"
"0033949148","Peripheral blood progenitor cells"
"0033949148","T cell depletion"
"0030877079","Acute lymphoblastic leukemia"
"0030877079","Autologous bone marrow transplantation"
"0030877079","Campath-IM"
"0030877079","Interstitial pneumonitis purging"
"0030877079","Relapse total-body irradiation"
"0034027095","Allogeneic transplantation"
"0034027095","BEAM"
"0034027095","CAMPATH"
"0034027095","Lymphoma"
"0029869119","CAMPATH-1H"
"0029869119","Cytokines"
"0029869119","Lymphocytes"
"0029869119","Multiple sclerosis"
"0029869119","Symptoms"
"0030453977","adverse reaction"
"0030453977","Fc receptor"
"0030453977","humanized"
"0030453977","monoclonal antibody"
"0030453977","serotherapy"
"0030300084","CAMPATH"
"0030300084","Immunotherapy"
"0030300084","Low grade lymphoma"
"0030300084","Monoclonal antibody"
"0030300084","Non-Hodgkin's lymphoma"
"0035091343","Ibritumomab tiuxetan"
"0035091343","IDEC-Y2B8"
"0035091343","Monoclonal antibody"
"0035091343","Non-Hodgkin's lymphoma"
"0035091343","Radioimmunotherapy"
"0035091343","Rituximab"
"0034844737","CLL"
"0034844737","Leukemia"
"0034844737","Transplantation"
"0034775122","B cell"
"0034775122","CD20"
"0034775122","CD22"
"0034775122","CD52"
"0034775122","IL-4"
"0034775122","Monoclonal antibody"
"0025652892","Anitbody therapy"
"0025652892","CAMPATH-1"
"0025652892","Leukemia"
"0025652892","Lymphoma"
"0031027623","B-PLL"
"0031027623","CAMPATH-1H"
"0031027623","CLL"
"0031027623","Fludarabine"
"0031027623","MonoclonaI antibody"
"0034062199","B-CLL"
"0034062199","Campath-1H"
"0034062199","Monoclonal antibodies"
"0036335916","Chronic lymphocytic leukemia"
"0036335916","Fludarabine regimen"
"0036335916","Refractory CLL"
"0036335916","Salvage therapy"
"0032715454","Autologous blood cell transplantation"
"0032715454","Molecular responses"
"0032715454","Multiple myeloma"
"0033002175","Autologous transplantation"
"0033002175","Fludarabine"
"0033002175","Myeloid leukaemia"
"0033002175","Stem cells"
"0002299891","Nucleic acid sequence quantification"
"0002299891","Perkin Elmer/applied biosystems 7700 sequence detector"
"0002299891","Quantitative real-time polymerase chain reaction"
"0027462047","Anti-sperm monoclonal antibodies"
"0027462047","CAMPATH-1"
"0027462047","CDw52 antigen"
"0027462047","epididymis"
"0027462047","GPI anchor"
"0027462047","seminal plasma"
"0027462047","spermatozoa"
"0030089901","CAMPATH-1"
"0030089901","CD antigens"
"0030089901","Epididymis"
"0030089901","Immunosuppression"
"0030089901","Sperm maturation"
"17644442155","Campath-1M"
"17644442155","Immunoselection"
"17644442155","Sequential T cell depletion"
"0034090521","BM"
"0034090521","CAMPATH"
"0034090521","PBSC"
"0034090521","T-cell depletion"
"9444232751","B cell lymphoma"
"9444232751","BMT"
"9444232751","Children"
"9444232751","Risk factors"
"0029928384","Campath"
"0029928384","Graft rejection"
"0029928384","GVHD"
"0034765992","Bone marrow, cyclosporin"
"0034765992","CAMPATH"
"0034765992","CD52"
"0034765992","PBSC"
"0034765992","Registry"
"0034765992","T-cell depletion"
"0023615397","Class switch"
"0023615397","Isotope"
"0023615397","Monoclonal antibody"
"0023615397","Reverse passive hemagglutination"
"0023615397","Serotherapy"
"0023615397","Sib selection"
"9444257631","Childhood ALL"
"9444257631","T-cell depletion"
"9444257631","Unrelated donor BMT"
"0029948935","Aplastic anaemia"
"0029948935","Campath-1G"
"0029948935","Chimaerism"
"0034790089","Alternative donor"
"0034790089","Aplastic anaemia"
"0034790089","BMT"
"0034790089","Campath"
"0034790089","Low-dose TBI"
"17944366282","Allogeneic transplantation"
"17944366282","BEAM"
"17944366282","CAMPATH"
"17944366282","Donor lymphocyte infusion"
"17944366282","Lymphoproliferative disorders"
"17944366282","Stem-cell transplantation"
"0030993535","FcRB"
"0030993535","FcRn"
"0030993535","FcRp"
"0030993535","IgG catabolism"
"0030993535","Passive immunity"
"0030993535","Receptor recycling"
"0030993535","Transmission"
"0034761825","Immunosuppression"
"0034761825","Opportunistic infections"
"0034761825","T-cell depletion"
"0031945659","Allogeneic"
"0031945659","Campath"
"0031945659","Immune reconstitution"
"0031945659","NK cells"
"0031945659","T cells"
"0033655656","Acute myeloid leukemia"
"0033655656","Bone marrow transplantation"
"0033655656","Unrelated donor"
"0035133203","Bone marrow transplantation"
"0035133203","Chronic myeloid leukaemia"
"0035133203","Cytomegalovirus"
"0035133203","Unrelated donor"
"0033546980","Campath 1H"
"0033546980","Monoclonal antibody"
"0033546980","Quantitative MRI"
"0033546980","Secondary progressive MS"
"0030960290","Biologic therapy"
"0030960290","Campath-1H"
"0030960290","Clinical trial"
"0030960290","Monoclonal antibody"
"0030960290","Rheumatoid arthritis"
"0033775935","Indolent lymphoma"
"0033775935","Large-cell lymphoma"
"0033775935","Monoclonal antibodies"
"0033775935","Radioimmunoconjugates"
"0033775935","Rituximab"
"0033506258","Breast cancer"
"0033506258","Lymphoma"
"0033506258","Monoclonal antibodies"
"0033506258","Side effects"
"0033506258","Toxicity"
"0031664666","Chronic lymphocytic leukemia"
"0031664666","IDEC-C2B8"
"0031664666","Immunotherapy"
"0031664666","Rituximab"
"0031664666","Tumor lysis syndrome"
"0032736341","AIDS"
"0032736341","Chronic lymphocytic lymphoma"
"0032736341","IDEC-C2B8"
"0032736341","Immunotherapy"
"0032736341","Lymphoproliferative disorder"
"0032736341","Non-Hodgkin's lymphoma"
"0032736341","Rituximab"
"0032736341","Tumor lysis syndrome"
"0028345579","CLL"
"0028345579","Infections"
"0028345579","Survival"
"0028345579","Treatment"
"0026744046","chronic lymphocytic leukemia"
"0026744046","immunoglobulins"
"0026744046","infections"
"0032886463","Hypogammaglobulinemia"
"0032886463","Immunodeficiency"
"0032886463","Infections"
"0032886463","Purine analogues"
"0031422845","Cytopenia"
"0031422845","Hemolysis"
"0031422845","Infections"
"0031422845","Purine analogues"
"0031422845","Splenectomy"
"0029080221","Chronic lymphocytic leukemia"
"0029080221","Fludarabine"
"0029080221","Immunocytic lymphoma"
"0029080221","Immunosuppression"
"0029080221","Infectious rate"
"0029080221","NHL"
"0030927872","Chronic lymphocytic leukemia"
"0030927872","Fludarabine"
"0030927872","Opportunistic infections"
"0028999305","chronic lymphocytic leukemia"
"0028999305","fludarabine"
"0028999305","low‐grade lymphoma"
"0028999305","opportunistic infections"
"0028999305","pneumocystis carinii"
"0034656999","Colon"
"0034656999","Incidence rate"
"0034656999","Joinpoint"
"0034656999","Mortality"
"0034656999","Neoplasm"
"0034656999","Race"
"0034656999","Rectum"
"0034656999","Screening"
"0034656999","Surveillance"
"0030914793","Chronic lymphocytic leukemia"
"0030914793","Life expectancy"
"0030914793","Natural history"
"0028307594","Advanced CLL"
"0028307594","CHOP regimen"
"0028307594","Lymphocytic leukemia"
"0028307594","Randomized clinical trials"
"0028307594","Treatment"
"0034063889","Chronic lymphocytic leukaemia"
"0034063889","Cladribine"
"0034063889","Efficiency"
"0034063889","Prednisone"
"0034063889","Side- effects"
"0032707533","B-cell malignancies"
"0032707533","Biology"
"0032707533","Chronic lymphocytic leukemia"
"0032707533","Chronic lymphoproliferative disorders"
"0032707533","CLL"
"0032707533","CLL etiology"
"0032707533","Cytogenetics"
"0032707533","Diagnosis"
"0032707533","Treatment"
"0030007085","B-cell chronic lymphocytic leukemia"
"0030007085","Fludarabine"
"0030007085","Treatment"
"0027302504","chronic lymphocytic leukemia"
"0027302504","fludarabine"
"0027302504","immunosuppression"
"0027302504","infection rate"
"0032881934","CLL"
"0032881934","Fludarabine"
"0032881934","Response"
"0032881934","Toxicity"
"0034515054","B-CC-elderly"
"0034515054","Cyclophosphamide"
"0034515054","Fludarabine"
"0030972725","Fludarabine"
"0030972725","Mitoxantrone"
"0030972725","Non-Hodgkin's lymphoma"
"0030972725","Response rate"
