"PubSID","SID","Name","City","Country","URL"
"0035990893","60009968","Novartis International AG","Basel","Switzerland",""
"0036527429","60008877","University of Dundee","Dundee","United Kingdom",""
"0036463987","60005247","David Geffen School of Medicine at UCLA","Los Angeles","United States",""
"0036463948","60016733","Oregon Health and Science University","Portland","United States",""
"0036301863","60001293","Armed Forces Institute of Pathology","Washington","United States",""
"0036301863","60029418","University of Virginia Health System","Charlottesville","United States",""
"0036301722","60000053","Suburban Hospital","Bethesda","United States",""
"0036301722","60001293","Armed Forces Institute of Pathology","Washington","United States",""
"0036301722","60011605","Columbia University, College of Physicians and Surgeons","New York","United States",""
"0036301722","60013409","National Cancer Institute","Bethesda","United States",""
"0036301722","60015277","Thomas Jefferson University","Philadelphia","United States",""
"0036301722","60016733","Oregon Health and Science University","Portland","United States",""
"0036301722","60016782","Brigham and Women's Hospital","Boston","United States",""
"0036301722","60025545","Emory University Hospital","Atlanta","United States",""
"0036301722","60033293","University of Washington Medical Center","Seattle","United States",""
"0036019064","60027316","Takeda Oncology","Cambridge","United States",""
"0036244517","60005247","David Geffen School of Medicine at UCLA","Los Angeles","United States",""
"0036244517","60020565","Children's Hospital Los Angeles","Los Angeles","United States",""
"0036244517","60031581","California Institute of Technology","Pasadena","United States",""
"0036244517","60032655","UCLA Health Sciences","Los Angeles","United States",""
"0036245352","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"0036225236","60033129","Peter Maccallum Cancer Centre","","Australia",""
"0036234952","60005455","Yale University","New Haven","United States",""
"0036234952","60015543","University of Pittsburgh","Pittsburgh","United States",""
"0036546617","60016733","Oregon Health and Science University","Portland","United States",""
"0035746356","60107402","IRCCS Azienda Ospedaliera Universitaria San Martino IST - Istituto Nazionale per la Ricerca sul Cancro","Genoa","Italy",""
"0035746557","60006583","Fondazione IRCCS Istituto Nazionale dei Tumori, Milan","Milan","Italy",""
"0035749620","60014232","VA Medical Center","","United States",""
"0035383005","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"0036511584","60006297","University of Pennsylvania","Philadelphia","United States",""
"0036217230","60016733","Oregon Health and Science University","Portland","United States",""
"0036207093","60002284","Salisbury District Hospital","Salisbury","United Kingdom",""
"0036207093","60020416","Hammersmith Hospital","London","United Kingdom",""
"0036125395","60007762","Johann Wolfgang Goethe Universitat Frankfurt am Main","Frankfurt am Main","Germany",""
"0037075889","60003625","Fred Hutchinson Cancer Research Center","Seattle","United States",""
"0036189039","60013409","National Cancer Institute","Bethesda","United States",""
"0036216405","60016733","Oregon Health and Science University","Portland","United States",""
"0036240251","60013409","National Cancer Institute","Bethesda","United States",""
"0035496607","60015481","University of Washington, Seattle","Seattle","United States",""
"0035496607","60031101","University of Cambridge","Cambridge","United Kingdom",""
"0036179862","60016733","Oregon Health and Science University","Portland","United States",""
"0037186924","60011605","Columbia University, College of Physicians and Surgeons","New York","United States",""
"0036139993","60014232","VA Medical Center","","United States",""
"0036134344","60024099","Montefiore Medical Center","New York","United States",""
"0035207173","60015930","Harper University Hospital","Detroit","United States",""
"0035207173","60019595","Wayne State University School of Medicine","Detroit","United States",""
"0035207448","60002746","Harvard Medical School","Boston","United States",""
"0035207448","60014334","Dana-Farber Cancer Institute","Boston","United States",""
"0035210658","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"0035207172","60002746","Harvard Medical School","Boston","United States",""
"0035207172","60014334","Dana-Farber Cancer Institute","Boston","United States",""
"0035211136","60002746","Harvard Medical School","Boston","United States",""
"0035211136","60014334","Dana-Farber Cancer Institute","Boston","United States",""
"0035735828","60019611","University of the West of England","Bristol","United Kingdom",""
"0035735828","60027647","Royal United Hospital Bath NHS Trust","Bath","United Kingdom",""
"0035179904","60021160","Cleveland Clinic Foundation","Cleveland","United States",""
"0035743340","60015781","Klinik fur Tumorbiologie","Freiberg am Neckar","Germany",""
"0034806256","60011472","Royal Marsden Hospital, Sutton","Sutton","United Kingdom",""
"0034806256","60031069","KU Leuven– University Hospital Leuven","3000 Leuven","Belgium",""
"0034806256","60032114","Erasmus University Medical Center","Rotterdam","Netherlands",""
"0034828629","60009408","Wayne State University","Detroit","United States",""
"0034868065","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"0034873546","60015150","Imperial College London","London","United Kingdom",""
"0034873546","60020416","Hammersmith Hospital","London","United Kingdom",""
"0034861356","60003625","Fred Hutchinson Cancer Research Center","Seattle","United States",""
"0034861356","60028548","University of Washington School of Medicine","Seattle","United States",""
"0034861220","60005247","David Geffen School of Medicine at UCLA","Los Angeles","United States",""
"0035979656","60009968","Novartis International AG","Basel","Switzerland",""
"0035979656","60016733","Oregon Health and Science University","Portland","United States",""
"0035934067","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"33947529458","60029278","University of Chicago","Chicago","United States",""
"44849122586","60012311","Karolinska Institutet","Stockholm","Sweden",""
"33748114785","60026688","Ohio Northern University","Ada","United States",""
"33747146790","60026688","Ohio Northern University","Ada","United States",""
"33646550489","60006651","Uniwersytet Medyczny w Lodzi","Lodz","Poland",""
"0035724240","60016733","Oregon Health and Science University","Portland","United States",""
"0034876108","60009470","Howard Hughes Medical Institute","Chevy Chase","United States",""
"0034876108","60027550","University of California, Los Angeles","Los Angeles","United States",""
"0034868659","60016733","Oregon Health and Science University","Portland","United States",""
"0034868659","60032702","OHSU School of Medicine","Portland","United States",""
"0034942219","60018058","Glasgow Royal Infirmary","Glasgow","United Kingdom",""
"0035408513","60016733","Oregon Health and Science University","Portland","United States",""
"34547202678","60026245","Charite - Universitatsmedizin Berlin","Berlin","Germany",""
"34447108810","60032838","Stanford University School of Medicine","Stanford","United States",""
"34447321307","60024766","Universitat Rostock Uniklinikum und Medizinische Fakultat","Rostock","Germany",""
"34447321307","60025676","Dresden University Faculty of Medicine and University Hospital Carl Gustav Carus","Dresden","Germany",""
"34548850080","60018474","The University of North Carolina at Greensboro","Greensboro","United States",""
"34249941592","60027386","Institut de Cancerologie Gustave Roussy","Villejuif","France",""
"34247228121","60011394","Medizinische Universitat Wien","Vienna","Austria",""
"34047127376","60003858","Uppsala Universitet","Uppsala","Sweden",""
"34047127376","60012311","Karolinska Institutet","Stockholm","Sweden",""
"33947610173","60003882","Azienda Complesso Ospedaliero San Filippo Neri","Rome","Italy",""
"34248372373","60015852","Ospedale Niguarda Ca'Granda","Milan","Italy",""
"34248512697","60009389","Fox Chase Cancer Center","Philadelphia","United States",""
"33846262582","60016782","Brigham and Women's Hospital","Boston","United States",""
"33846262582","60032732","Taussig Cancer Center","Cleveland","United States",""
"33846875418","60002746","Harvard Medical School","Boston","United States",""
"33846875418","60014232","VA Medical Center","","United States",""
"33846875418","60024890","Vanderbilt Ingram Cancer Center","Nashville","United States",""
"33846853520","60005200","Duke University School of Medicine","Durham","United States",""
"33846203776","60009343","Memorial Sloan-Kettering Cancer Center","New York","United States",""
"33846142512","60030162","Columbia University in the City of New York","New York","United States",""
"34249686689","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"34047223606","60006804","Baylor Charles A. Sammons Cancer Center","Dallas","United States",""
"33847706486","60009343","Memorial Sloan-Kettering Cancer Center","New York","United States",""
"34047195479","60005200","Duke University School of Medicine","Durham","United States",""
"34047215913","60032732","Taussig Cancer Center","Cleveland","United States",""
"33846621955","60015618","Leiden University Medical Center - LUMC","Leiden","Netherlands",""
"33846200478","60009466","Hospital de La Santa Creu I Sant Pau","Barcelona","Spain",""
"33846200478","60012486","Hospital Universitari Vall d'Hebron","Barcelona","Spain",""
"33846200478","60023506","Hospital del Mar","Barcelona","Spain",""
"33846200478","60024524","Clinica Quiron","Valencia","Spain",""
"33846821872","60080345","Cleveland Clinic Lerner College of Medicine of Case Western Reserve University","Cleveland","United States",""
"33947669287","60030315","Hospital Clinic Barcelona","Barcelona","Spain",""
"33846051511","60032732","Taussig Cancer Center","Cleveland","United States",""
"33845439417","60009389","Fox Chase Cancer Center","Philadelphia","United States",""
"33751583518","60000305","Case Western Reserve University","Cleveland","United States",""
"33751583518","60021578","University Hospitals Case Medical Center","Cleveland","United States",""
"33846084359","60013385","CRLC Centre Val d'Aurelle - Paul Lamarque","Montpellier","France",""
"33750941018","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"34548158885","60018927","Indiana University Melvin and Bren Simon Cancer Center","Indianapolis","United States",""
"33750711391","60011472","Royal Marsden Hospital, Sutton","Sutton","United Kingdom",""
"39049181210","60027057","Royal Marsden Hospital, London","London","United Kingdom",""
"33750709669","60016733","Oregon Health and Science University","Portland","United States",""
"33749451335","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"33749451335","60027512","University of Texas Health Science Center at Houston","Houston","United States",""
"33747197773","60011296","Azienda Ospedaliera San Camillo Forlanini","Rome","Italy",""
"33748581389","60002573","Radboud University Nijmegen Medical Centre","Nijmegen","Netherlands",""
"33748643613","60013409","National Cancer Institute","Bethesda","United States",""
"33746591262","60017517","Istituto Nazionale per lo Studio e la Cura dei Tumori Giovanni Pascale","Napoli","Italy",""
"33748101399","60009343","Memorial Sloan-Kettering Cancer Center","New York","United States",""
"33747042577","60025063","KU Leuven","3000 Leuven","Belgium",""
"33745253801","60009907","Hopital Saint-Antoine","Paris","France",""
"33745253801","60023810","Centre Hospitalier de Pau","Pau","France",""
"33746127995","60011047","Kyushu University","Fukuoka","Japan",""
"33746261239","60012708","Stanford University","Palo Alto","United States",""
"33646448005","60006989","Pfizer Inc.","New York","United States",""
"33646448005","60009343","Memorial Sloan-Kettering Cancer Center","New York","United States",""
"33747114066","60002573","Radboud University Nijmegen Medical Centre","Nijmegen","Netherlands",""
"33645812143","60007467","Azienda Ospedaliero - Universitaria di Parma","Parma","Italy",""
"33644840580","60009343","Memorial Sloan-Kettering Cancer Center","New York","United States",""
"33645535119","60021160","Cleveland Clinic Foundation","Cleveland","United States",""
"33745005282","105508369","CIG Media Group","Dallas","United States",""
"33745005282","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"84942194252","60018424","National Cancer Center Hospital","Tokyo","Japan",""
"84942194252","60032116","Juntendo University","Tokyo","Japan",""
"84953881828","60009308","Klinikum und Fachbereich Medizin Johann Wolfgang Goethe-Universitat Frankfurt am Main","Frankfurt am Main","Germany",""
"84935027410","60010884","Western University","London","Canada",""
"84946235122","60016618","Ain Shams University","Cairo","Egypt",""
"84938840932","60032256","Universita degli Studi di Verona","Verona","Italy",""
"84937517268","60028868","Universita di Pisa","Pisa","Italy",""
"84922665326","113740961","German Center for Lung Research (DZL)","Heidelberg","Germany",""
"84928295481","60002952","Helsingin Yliopisto","Helsinki","Finland",""
"84928295481","60016987","Helsinki University Central Hospital","Helsinki","Finland",""
"84937032951","107109138","Memorial Health Care System","Hollywood","United States",""
"84937032951","113083348","Arturo Lopez Perez Cancer Foundation","Santiago","Chile",""
"84937032951","60013703","Universitair Ziekenhuis Antwerpen","Edegem","Belgium",""
"84937032951","60017697","Universita degli Studi di Palermo","Palermo","Italy",""
"84937032951","60033320","Universidad de Navarra","Pamplona","Spain",""
"85003052752","60009343","Memorial Sloan-Kettering Cancer Center","New York","United States",""
"84929190537","110675296","General Surgery","Rome","Italy",""
"84931457947","113995081","Collaborative Innovation Center for Cancer Medicine","Guangzhou","China",""
"84931457947","60021182","Sun Yat-Sen University","Guangzhou","China",""
"84931457947","60073456","Cancer Institute and Hospital, Chinese Academy of Medical Sciences","Beijing","China",""
"84931457947","60082502","Sun Yat-Sen University Cancer Center","Guangzhou","China",""
"84931457947","60088268","University of South China","Hengyang","China",""
"84921345093","113213527","Reichert Biotechnology Consulting LLC","Framingham","United States",""
"84923281576","60009343","Memorial Sloan-Kettering Cancer Center","New York","United States",""
"84916918721","60018362","Otto von Guericke University of Magdeburg","Magdeburg","Germany",""
"84916918721","60023882","Arhus Universitetshospital","Arhus","Denmark",""
"84916918721","60029616","Aarhus Universitet","Aarhus","Denmark",""
"84928531309","60001576","Universitat de Barcelona","Barcelona","Spain",""
"84928531309","60078879","CIBER Enfermedades Hepaticas y Digestivas","Barcelona","Spain",""
"84921362441","60010925","National Cancer Center Hospital East","Kashiwa","Japan",""
"84921362441","60022755","National Cancer Center Tokyo","Tokyo","Japan",""
"84918573384","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"84907486352","60006583","Fondazione IRCCS Istituto Nazionale dei Tumori, Milan","Milan","Italy",""
"84927649692","60009343","Memorial Sloan-Kettering Cancer Center","New York","United States",""
"84928044744","60020048","Cross Cancer Institute","Edmonton","Canada",""
"84909989459","60001377","Kurume University School of Medicine","Kurume","Japan",""
"84923279264","101026753","Duke Cancer Institute","Durham","United States",""
"84923279264","60020649","GlaxoSmithKline","Middlesex","United Kingdom",""
"84910003792","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"84921728501","110023917","Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas","Madrid","Spain",""
"84921728501","60001576","Universitat de Barcelona","Barcelona","Spain",""
"84906777617","60017293","Universita degli Studi di Napoli Federico II","Naples","Italy",""
"84906777617","60018362","Otto von Guericke University of Magdeburg","Magdeburg","Germany",""
"84906777617","60022782","Henry Dunant Hospital","Athens","Greece",""
"84925610511","60009343","Memorial Sloan-Kettering Cancer Center","New York","United States",""
"84925610511","60098516","Seoul National University Bundang Hospital","Seongnam","South Korea",""
"84916199585","60016618","Ain Shams University","Cairo","Egypt",""
"84902313634","107981324","University and General Hospital","Udine","Italy",""
"84902313634","111215074","Ospedali Riuniti Marche Nord","Pesaro","Italy",""
"84902313634","60031624","Universita Politecnica delle Marche","Ancona","Italy",""
"84902313634","60070487","Instituto Tumori Giovanni Paolo II","Bari","Italy",""
"84905025438","112566867","Asturias Central University Hospital","Oviedo","Spain",""
"84905025438","114547415","Sanatorio Nuestra Señora de Covadonga","Gijon","Spain",""
"84905025438","60029681","Pontificia Universidad Catolica de Chile","Santiago","Chile",""
"84904044814","107873944","Adis","Auckland","New Zealand",""
"84905858700","60015183","Keck School of Medicine of USC","Los Angeles","United States",""
"84905858700","60029311","University of Southern California","Los Angeles","United States",""
"84901586010","60007278","UC Irvine","Irvine","United States",""
"84901586010","60029346","UCI Medical Center","Orange","United States",""
"84905253056","60007278","UC Irvine","Irvine","United States",""
"84905827126","60013409","National Cancer Institute","Bethesda","United States",""
"84903175348","60010405","Krankenhaus Nordwest, Frankfurt am Main","Frankfurt am Main","Germany",""
"84944746471","60005558","Mayo Clinic","Rochester","United States",""
"84958202246","107242888","Saint Peter's Cancer Care Center","Albany","United States",""
"84958202246","60009091","Albany College of Pharmacy","Albany","United States",""
"84942307259","60000260","St George Hospital","Sydney","Australia",""
"84942307259","60005055","Gosford Hospital","Gosford","Australia",""
"84942307259","60019578","Monash University","Melbourne","Australia",""
"84942307259","60025709","The University of Sydney","Sydney","Australia",""
"84938236267","60016618","Ain Shams University","Cairo","Egypt",""
"84938709400","115381947","Metabolomics and Cell Biology Platforms","Villejuif","France",""
"84938709400","60000905","Inserm","Paris","France",""
"84938709400","60001422","Universite Pierre et Marie Curie","Paris","France",""
"84938709400","60026040","Centre de Recherches BioMedicales des Cordeliers","Paris","France",""
"84938709400","60028950","Universite Paris Descartes","Paris","France",""
"84938709400","60030857","Hopital Europeen Georges-Pompidou","Paris","France",""
"84938709400","60032838","Stanford University School of Medicine","Stanford","United States",""
"84928990257","60017060","Central South University China","Changsha","China",""
"84928990257","60082821","Xiangya Hospital of Central-south University","Changsha","China",""
"84930651849","113199048","General Hospital","Cagliari","Italy",""
"84930651849","60012259","Universita degli Studi di Torino","Torino","Italy",""
"84930651849","60032259","Universita degli Studi di Cagliari","Cagliari","Italy",""
"84930651849","60070526","Institute for Cancer Research and Treatment, Candiolo","Candiolo","Italy",""
"84930651849","60085015","Azienda Ospedaliera Universitaria Ospedali Riuniti, Ancona","Ancona","Italy",""
"84919385796","60025111","The University of North Carolina at Chapel Hill","Chapel Hill","United States",""
"84945456021","60014652","Hokkaido University","Sapporo","Japan",""
"84945456021","60027130","Yokohama City University Hospital","Yokohama","Japan",""
"84908282604","60015397","Policlinico Universitario, Udine","Udine","Italy",""
"84908282604","60107402","IRCCS Azienda Ospedaliera Universitaria San Martino IST - Istituto Nazionale per la Ricerca sul Cancro","Genoa","Italy",""
"84914095200","60017166","Royal Marsden NHS Foundation Trust","London","United Kingdom",""
"0032693874","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"0033794143","60006130","Walter Reed National Military Medical Center","Bethesda MD","United States",""
"0035344039","60009343","Memorial Sloan-Kettering Cancer Center","New York","United States",""
"0029937765","106444016","Papanicolaou Hospital","Thessaloniki","Greece",""
"0029937765","60019295","Karolinska University Hospital","Stockholm","Sweden",""
"0029937765","60027057","Royal Marsden Hospital, London","London","United Kingdom",""
"0035138229","60103484","Merck Research Laboratories","","United States",""
"0035469851","100531332","WiSP Research Institute","Langenfeld","Germany",""
"0035469851","60000291","Klinikum der Universitat Munchen","Munich","Germany",""
"0035469851","60000762","Humboldt-Universitat zu Berlin","Berlin","Germany",""
"0035469851","60012689","Julius-Maximilians-Universitat Wurzburg","Wurzburg","Germany",""
"0035469851","60015035","Klinikum rechts der Isar","Munich","Germany",""
"0035469851","60016908","Universitat Heidelberg","Heidelberg","Germany",""
"0035469851","60022215","Asklepios Klinik St. Georg","Hamburg","Germany",""
"0035469851","60026245","Charite - Universitatsmedizin Berlin","Berlin","Germany",""
"0035469851","60028717","Ludwig-Maximilians-Universitat Munchen","Munich","Germany",""
"0035469851","60088421","Roche Pharma AG","Grenzach-Wyhlen","Germany",""
"0035043265","60009343","Memorial Sloan-Kettering Cancer Center","New York","United States",""
"0033522647","60010269","The Medical Research Council Laboratory of Molecular Biology","Cambridge","United Kingdom",""
"0033522647","60013801","Sir William Dunn School of Pathology","Oxford","United Kingdom",""
"0035555519","60013801","Sir William Dunn School of Pathology","Oxford","United Kingdom",""
"0035555519","60020416","Hammersmith Hospital","London","United Kingdom",""
"0036470439","100346888","Therapeutic Antibody Centre","Oxford","United Kingdom",""
"0036470439","60013801","Sir William Dunn School of Pathology","Oxford","United Kingdom",""
"0029875268","100312386","Rheumatology and Rehabilitation Research Unit","Leeds","United Kingdom",""
"0029875268","60005558","Mayo Clinic","Rochester","United States",""
"0029875268","60008724","Duke University","Durham","United States",""
"0029875268","60017488","Addenbrooke's Hospital","Cambridge","United Kingdom",""
"0029875268","60018691","Rush University Medical Center","Chicago","United States",""
"0029875268","60020649","GlaxoSmithKline","Middlesex","United Kingdom",""
"0029875268","60027550","University of California, Los Angeles","Los Angeles","United States",""
"0030897222","60019295","Karolinska University Hospital","Stockholm","Sweden",""
"0035412369","60006866","Leeds General Infirmary","Leeds","United Kingdom",""
"0035412369","60013801","Sir William Dunn School of Pathology","Oxford","United Kingdom",""
"0035412369","60019535","Nottingham City Hospital","Nottingham","United Kingdom",""
"0030964964","60010088","Royal London Hospital","London","United Kingdom",""
"0030964964","60013801","Sir William Dunn School of Pathology","Oxford","United Kingdom",""
"0030964964","60027057","Royal Marsden Hospital, London","London","United Kingdom",""
"33748568167","60012508","Leeds Teaching Hospitals NHS Trust","Leeds","United Kingdom",""
"0031905196","60027057","Royal Marsden Hospital, London","London","United Kingdom",""
"0032005642","60018783","Universita degli Studi dell'Aquila","L'Aquila","Italy",""
"0032005642","60027057","Royal Marsden Hospital, London","London","United Kingdom",""
"0030812012","60027057","Royal Marsden Hospital, London","London","United Kingdom",""
"0035885965","101656003","Centre of Oncology","Lausanne","Switzerland",""
"0035885965","60000703","Southampton University Hospitals NHS Trust","Southampton","United Kingdom",""
"0035885965","60017166","Royal Marsden NHS Foundation Trust","London","United Kingdom",""
"0035885965","60017724","Centre Hospitalier Regional Universitaire de Lille","Lille","France",""
"0035885965","60023634","Instituto Portugues de Oncologia de Francisco Gentil Lisboa","Lisbon","Portugal",""
"0035885965","60026108","Rikshospitalet-Radiumhospitalet HF","Oslo","Norway",""
"0035885965","60028549","Worthing Hospital","Worthing","United Kingdom",""
"0035885965","60029329","St George's University of London","London","United Kingdom",""
"0035885965","60030315","Hospital Clinic Barcelona","Barcelona","Spain",""
"0035885965","60030746","Greenwich District Hospital","London","United Kingdom",""
"0035885965","60030831","Queen Mary's Hospital","","United Kingdom",""
"0035885965","60031624","Universita Politecnica delle Marche","Ancona","Italy",""
"0032589668","60010337","Institute of Cancer Research London","London","United Kingdom",""
"0031757274","60019295","Karolinska University Hospital","Stockholm","Sweden",""
"0035075989","60022577","Roswell Park Cancer Institute","Buffalo","United States",""
"0036941305","60000762","Humboldt-Universitat zu Berlin","Berlin","Germany",""
"0036941305","60010819","Universitatsklinikum Ulm","Ulm","Germany",""
"0036941305","60014264","Universitat Duisburg-Essen","Essen","Germany",""
"0036941305","60022960","Klinikum Ludwigshafen","Ludwigshafen","Germany",""
"0036941305","60024025","Universitat zu Koln","Koln","Germany",""
"0033949148","100346888","Therapeutic Antibody Centre","Oxford","United Kingdom",""
"0033949148","60003757","Groote Schuur Hospital","Cape Town","South Africa",""
"0033949148","60009963","Hopitaux universitaires de Geneve","Geneve","Switzerland",""
"0033949148","60010819","Universitatsklinikum Ulm","Ulm","Germany",""
"0033949148","60013801","Sir William Dunn School of Pathology","Oxford","United Kingdom",""
"0033949148","60015618","Leiden University Medical Center - LUMC","Leiden","Netherlands",""
"0033949148","60030263","Constantiaberg Medi-Clinic","Cape Town","South Africa",""
"0033608388","60000356","University of Cape Town","Cape Town","South Africa",""
"0033608388","60003757","Groote Schuur Hospital","Cape Town","South Africa",""
"0033608388","60026851","University of Oxford","Oxford","United Kingdom",""
"0030877079","60011472","Royal Marsden Hospital, Sutton","Sutton","United Kingdom",""
"0030877079","60013801","Sir William Dunn School of Pathology","Oxford","United Kingdom",""
"0034655355","60000356","University of Cape Town","Cape Town","South Africa",""
"0034655355","60003757","Groote Schuur Hospital","Cape Town","South Africa",""
"0034027095","60019535","Nottingham City Hospital","Nottingham","United Kingdom",""
"0034307366","60022148","UCL","London","United Kingdom",""
"0029869119","60013801","Sir William Dunn School of Pathology","Oxford","United Kingdom",""
"0029869119","60015879","Medical Research Council","London","United Kingdom",""
"0029869119","60029069","MRC Cognition and Brain Sciences Unit","Cambridge","United Kingdom",""
"0029869119","60031101","University of Cambridge","Cambridge","United Kingdom",""
"0030453977","60013801","Sir William Dunn School of Pathology","Oxford","United Kingdom",""
"0030453977","60015879","Medical Research Council","London","United Kingdom",""
"0030453977","60031101","University of Cambridge","Cambridge","United Kingdom",""
"0030300084","60009588","Odette Cancer Centre","Toronto","Canada",""
"0030300084","60016849","University of Toronto","Toronto","Canada",""
"0033552391","100346888","Therapeutic Antibody Centre","Oxford","United Kingdom",""
"0033552391","60001881","University of Sheffield","Sheffield","United Kingdom",""
"0033552391","60013801","Sir William Dunn School of Pathology","Oxford","United Kingdom",""
"0033552391","60017488","Addenbrooke's Hospital","Cambridge","United Kingdom",""
"0033552391","60025649","University of Cambridge, School of Clinical Medicine","Cambridge","United Kingdom",""
"0033552391","60031101","University of Cambridge","Cambridge","United Kingdom",""
"0036139106","60015615","Stanford University Medical Center","Stanford","United States",""
"0035091343","60029337","Biogen, Inc.","Cambridge","United States",""
"0032535279","100346888","Therapeutic Antibody Centre","Oxford","United Kingdom",""
"0033214207","60024025","Universitat zu Koln","Koln","Germany",""
"0034329352","60030612","University of California, San Diego","San Diego","United States",""
"0035880228","60012831","University of Rochester School of Medicine and Dentistry","Rochester","United States",""
"0035880228","60027165","University of Rochester","Rochester","United States",""
"0035652154","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"0034160345","60010586","Universitat Ulm","Ulm","Germany",""
"0034844737","60027561","University of Illinois at Chicago","Chicago","United States",""
"15844368449","100339455","Inveresk Clinical Research","Edinburgh","United Kingdom",""
"15844368449","60009358","Linkopings universitet","Linkoping","Sweden",""
"15844368449","60012345","Christian-Albrechts-Universitat zu Kiel","Kiel","Germany",""
"15844368449","60013515","Royal South Hants Hospital","Southampton","United Kingdom",""
"15844368449","60019295","Karolinska University Hospital","Stockholm","Sweden",""
"15844368449","60023179","Taunton and Somerset NHS Trust","Taunton","United Kingdom",""
"15844368449","60028717","Ludwig-Maximilians-Universitat Munchen","Munich","Germany",""
"15844368449","60031514","Universitat Gottingen","Gottingen","Germany",""
"0034649696","100326229","Cancer and Leukemia Group B","Chicago","United States",""
"0034649696","100378541","Eastern Cooperative Oncology Group","Brookline","United States",""
"0034649696","60007370","Southwest Oncology Group","Ann Arbor","United States",""
"0034649696","60013409","National Cancer Institute","Bethesda","United States",""
"0034649696","60025879","Long Island Jewish Medical Center","New Hyde Park","United States",""
"0034649696","60083903","Institut national du cancer du Canada","Toronto","Canada",""
"0023911111","60007103","Scripps Research Institute","San Diego","United States",""
"0023911111","60010269","The Medical Research Council Laboratory of Molecular Biology","Cambridge","United Kingdom",""
"0023911111","60031101","University of Cambridge","Cambridge","United Kingdom",""
"0034775122","60019295","Karolinska University Hospital","Stockholm","Sweden",""
"0034765991","100346888","Therapeutic Antibody Centre","Oxford","United Kingdom",""
"0031790767","60020649","GlaxoSmithKline","Middlesex","United Kingdom",""
"0025652892","60031101","University of Cambridge","Cambridge","United Kingdom",""
"0024566393","60031101","University of Cambridge","Cambridge","United Kingdom",""
"0031027623","60017166","Royal Marsden NHS Foundation Trust","London","United Kingdom",""
"0031027623","60027057","Royal Marsden Hospital, London","London","United Kingdom",""
"0034062199","60028900","University of Athens","Athens","Greece",""
"0037092951","106750717","Millennium Pharmaceuticals","Cambridge","United States",""
"0037092951","113088035","Ilex Oncology","San Antonio","United States",""
"0037092951","60003500","Ohio State University","Columbus","United States",""
"0037092951","60005248","Johns Hopkins University","Baltimore","United States",""
