"","id","pubdate","firstauthor","lastauthor","source","title","year"
"32","7655382","1995 Apr","Bunjes D","Heimpel H","Bone marrow transplantation","In vivo/ex vivo T cell depletion reduces the morbidity of allogeneic bone marrow transplantation in patients with acute leukaemias in first remission without increasing the risk of treatment failure: comparison with cyclosporin/methotrexate.","1995"
"33","7531440","1995 Feb","Ruderman EM","Gravallese EM","Arthritis and rheumatism","Synovial tissue response to treatment with Campath-1H.","1995"
"34","7920312","1994 Jun","Jacobs P","Hale G","Bone marrow transplantation","T cell depletion by exposure to Campath-1G in vitro prevents graft-versus-host disease.","1994"
"35","7922004","1994 Spring","Hale G","Waldmann H","Journal of hematotherapy","CAMPATH-1 monoclonal antibodies in bone marrow transplantation.","1994"
"36","8324942","1993 Mar-Apr","Watts RA","Waldmann H","Clinical and experimental rheumatology","CAMPATH-1H in inflammatory arthritis.","1993"
"37","1391938","1992 Oct 1","Naparstek E","Slavin S","Blood","Enhanced marrow recovery by short preincubation of marrow allografts with human recombinant interleukin-3 and granulocyte-macrophage colony-stimulating factor.","1992"
"38","1356177","1992 Sep 26","Isaacs JD","Waldmann H","Lancet (London, England)","Humanised monoclonal antibody therapy for rheumatoid arthritis.","1992"
"39","2667209","1989 Aug","Friend PJ","Calne RY","Transplantation","Campath-1M--prophylactic use after kidney transplantation. A randomized controlled clinical trial.","1989"
"40","2480280","1989","Kolb HJ","Wilmanns W","Folia haematologica (Leipzig, Germany : 1928)","Bone marrow transplantation for the treatment of leukaemia-results of the Munich Cooperative Group.","1989"
"41","3106970","1987 May","Liu AY","Hellström I","Proceedings of the National Academy of Sciences of the United States of America","Chimeric mouse-human IgG1 antibody that can mediate lysis of cancer cells.","1987"
"42","3260935","1988 Jul 1","Bindon CI","Waldmann H","The Journal of experimental medicine","Human monoclonal IgG isotypes differ in complement activating function at the level of C4 as well as C1q.","1988"
"43","3584980","1987 Jun 15","Shaw DR","LoBuglio AF","Journal of immunology (Baltimore, Md. : 1950)","Characterization of a mouse/human chimeric monoclonal antibody (17-1A) to a colon cancer tumor-associated antigen.","1987"
"44","3138110","1988 Jul","Dangl JL","Oi VT","The EMBO journal","Segmental flexibility and complement fixation of genetically engineered chimeric human, rabbit and mouse antibodies.","1988"
"45","3096824","1986 Jul-Aug","Bandini G","Tura S","Haematologica","T-cell depletion with the monoclonal antibody Campath 1 to prevent graft-versus-host disease in ten high-risk adult patients.","1986"
"46","3529531","1986 Sep","Hale G","Calne R","Transplantation","Pilot study of CAMPATH-1, a rat monoclonal antibody that fixes human complement, as an immunosuppressant in organ transplantation.","1986"
"47","6438435","1983 Oct","Hale G","Waldmann H","Molecular biology &amp; medicine","Effects of monoclonal anti-lymphocyte antibodies in vivo in monkeys and humans.","1983"
"48","2904526","1988 Dec 17","Hale G","Waldmann H","Lancet (London, England)","Remission induction in non-Hodgkin lymphoma with reshaped human monoclonal antibody CAMPATH-1H.","1988"
"49","6349718","1983 Oct","Hale G","Waldmann H","Blood","Removal of T cells from bone marrow for transplantation: a monoclonal antilymphocyte antibody that fixes human complement.","1983"
"50","3980990","1985 May","Hale G","Waldmann H","Journal of immunology (Baltimore, Md. : 1950)","Therapeutic potential of rat monoclonal antibodies: isotype specificity of antibody-dependent cell-mediated cytotoxicity with human lymphocytes.","1985"
"51","6390085","1983 Oct","Hale G","Waldmann H","Molecular biology &amp; medicine","Removal of T cells from bone marrow for transplantation. Comparison of rat monoclonal anti-lymphocyte antibodies of different isotypes.","1983"
"52","3513818","1986 Mar","Morgan G","Levinsky RJ","British journal of haematology","Successful haploidentical mismatched bone marrow transplantation in severe combined immunodeficiency: T cell removal using CAMPATH-I monoclonal antibody and E-rosetting.","1986"
"53","3540463","1986","Papa G","Purpura M","Leukemia research","Standard conditioning regimen and T-depleted donor bone marrow for transplantation in chronic myeloid leukemia.","1986"
"54","3655386","1987 Oct 23","Hale G","Coombs RR","Journal of immunological methods","Isolation of low-frequency class-switch variants from rat hybrid myelomas.","1987"
"55","3332120","1986 May","Apperley JF","Gordon-Smith EC","Bone marrow transplantation","Bone marrow transplantation for patients with chronic myeloid leukaemia: T-cell depletion with Campath-1 reduces the incidence of graft-versus-host disease but may increase the risk of leukaemic relapse.","1986"
"56","3127726","1988 Mar 24","Riechmann L","Winter G","Nature","Reshaping human antibodies for therapy.","1988"
"57","3500259","1987 Nov 1","Brüggemann M","Neuberger MS","The Journal of experimental medicine","Comparison of the effector functions of human immunoglobulins using a matched set of chimeric antibodies.","1987"
"58","2451287","1988 Mar 25","Verhoeyen M","Winter G","Science (New York, N.Y.)","Reshaping human antibodies: grafting an antilysozyme activity.","1988"
"59","7879212","1995 Feb","Friend PJ","Harris DT","Transplantation proceedings","Successful treatment of renal allograft rejection with a humanized antilymphocyte monoclonal antibody.","1995"
"60","3713831","1986 May 29-Jun 4","Jones PT","Winter G","Nature","Replacing the complementarity-determining regions in a human antibody with those from a mouse.","1986"
"61","2562939","1989 Jan","Levinsky RJ","Levinsky RJ","Clinical immunology and immunopathology","Recent advances in bone marrow transplantation.","1989"
"62","3614380","1987 Aug 20-26","Roberts S","Rees AR","Nature","Generation of an antibody with enhanced affinity and specificity for its antigen by protein engineering.","1987"
"63","3528046","1986 Mar-Apr","Slavin S","Pollack A","Israel journal of medical sciences","New approaches for the prevention of rejection and graft-vs.-host disease in clinical bone marrow transplantation.","1986"
"64","3387441","1988 Jul","Steplewski Z","Koprowski H","Proceedings of the National Academy of Sciences of the United States of America","Biological activity of human-mouse IgG1, IgG2, IgG3, and IgG4 chimeric monoclonal antibodies with antitumor specificity.","1988"
"65","990273","1976 Nov 16","Schumaker VN","Müller-Eberhard HJ","Biochemistry","Ultracentifuge studies of the binding of IgG of different subclasses to the Clq subunit of the first component of complement.","1976"
"66","8652811","1996 Jun 15","Cheson BD","Rai KR","Blood","National Cancer Institute-sponsored Working Group guidelines for chronic lymphocytic leukemia: revised guidelines for diagnosis and treatment.","1996"
"67","8704678","1996 Mar","Hale G","Waldmann H","Bone marrow transplantation","Recent results using CAMPATH-1 antibodies to control GVHD and graft rejection.","1996"
"68","16160950","1999 Feb","Rioux P","Rioux P","IDrugs : the investigational drugs journal","CAMPATH-1H (Cambridge University).","1999"
"69","12171730","2001","Phillips J","Hale G","Cytotherapy","Manufacture and quality control of CAMPATH-1 antibodies for clinical trials.","2001"
"70","12171725","2001","Marsh JC","Gordon-Smith EC","Cytotherapy","CAMPATH-1H in the treatment of autoimmune cytopenias.","2001"
"71","12171722","2001","Hale G","Waldmann H","Cytotherapy","CAMPATH-1 antibodies in stem-cell transplantation.","2001"
"72","12171721","2001","Hale G","Hale G","Cytotherapy","The CD52 antigen and development of the CAMPATH antibodies.","2001"
"73","12171720","2001","Hale G","Hale G","Cytotherapy","Friends, faithfulness and fortunes.","2001"
"74","12113137","2001 Jun","Morrison VA","Morrison VA","Expert review of anticancer therapy","Update on prophylaxis and therapy of infection in patients with chronic lymphocytic leukemia.","2001"
"75","12113127","2001 Jun","","","Expert review of anticancer therapy","Berlex Laboratories to market new treatment for B-CLL.","2001"
"76","12042050","2000","Williams RJ","Pamphilon DH","Cytotherapy","Impact on T-cell depletion and CD34+ cell recovery using humanised CD52 monoclonal antibody (CAMPATH-1H) in BM and PSBC collections; comparison with CAMPATH-1M and CAMPATH-1G.","2000"
"77","11962789","2000 Jun 1-7","Norman K","Norman K","Nursing times","Behçet's syndrome. Wise after the event.","2000"
"78","11899778","2001 Mar-Apr","Sorokin P","Sorokin P","Clinical journal of oncology nursing","Campath-1H.","2001"
"79","11879313","2001 Jul-Aug","Smith JA","Smith JA","Cancer practice","Alemtuzumab: a new option for refractory chronic lymphocytic leukemia?","2001"
"80","11847424","2001","Huston JS","George AJ","Human antibodies","Engineered antibodies take center stage.","2001"
"81","11778765","2001","Pangalis GA","Siakantaris MP","Medical oncology (Northwood, London, England)","Campath-1H (anti-CD52) monoclonal antibody therapy in lymphoproliferative disorders.","2001"
"82","11722986","2001","Press OW","Timmerman J","Hematology. American Society of Hematology. Education Program","Immunotherapy of Non-Hodgkin's lymphomas.","2001"
"83","11722982","2001","Rai KR","Montserrat E","Hematology. American Society of Hematology. Education Program","Chronic lymphocytic leukemia: case-based session.","2001"
"84","11585011","2001 Jun","Illidge TM","Bayne MC","Expert opinion on pharmacotherapy","Antibody therapy of lymphoma.","2001"
"85","11583062","2001 Jul","Simpson D","Simpson D","Expert opinion on pharmacotherapy","New developments in the prophylaxis and treatment of graft versus host disease.","2001"
"86","11527007","2001 Jan","Dumont FJ","Dumont FJ","Current opinion in investigational drugs (London, England : 2000)","Alemtuzumab (Millennium/ILEX).","2001"
"87","11510560","2001 Jul 20","Ghosh R","Ghosh R","Journal of chromatography. A","Separation of proteins using hydrophobic interaction membrane chromatography.","2001"
"88","11477365","2001 Jul 27","Chakrabarti S","Milligan DW","Transplantation","Will mixed chimerism cure autoimmune diseases after a nonmyeloablative stem cell transplant?","2001"
"89","11461662","2001 Jun","Syrigos KN","Harrington KJ","Hybridoma","The development of monoclonal antibody therapy in leukemias.","2001"
"90","11449871","2001 Jul 1","Thompson CA","Thompson CA","American journal of health-system pharmacy : AJHP : official journal of the American Society of Health-System Pharmacists","Monoclonal antibody licensed for third-line treatment of B-cell chronic lymphocytic leukemia.","2001"
"91","11449628","2001 Jun","Schnell R","Engert A","Der Internist","[Clinical use of monoclonal antibodies in malignant lymphomas].","2001"
"92","11441256","2000 Dec","Schulz H","Engert A","Onkologie","The Monoclonal Antibodies Campath-1H and Rituximab in theTherapy of Chronic Lymphocytic Leukemia.","2000"
"93","11438820","2001 May","Barge RM","Fibbe WE","Bone marrow transplantation","Comparison of allogeneic T cell-depleted peripheral blood stem cell and bone marrow transplantation: effect of stem cell source on short- and long-term outcome.","2001"
"94","11420384","2001 Jul","Yeung CH","Cooper TG","Molecular human reproduction","Changes of the major sperm maturation-associated epididymal protein HE5 (CD52) on human ejaculated spermatozoa during incubation.","2001"
"95","11418459","2001 Jul 1","Rawstron AC","Hillmen P","Blood","Quantitation of minimal disease levels in chronic lymphocytic leukemia using a sensitive flow cytometric assay improves the prediction of outcome and can be used to optimize therapy.","2001"
"96","11377483","2001 May","Granot E","Aker M","Transplantation proceedings","Monoclonal anti-CD52 antibodies: a potential mode of therapy for parvovirus B(19) hepatitis.","2001"
"97","11375079","2001 May 29","Calne RY","Calne RY","Philosophical transactions of the Royal Society of London. Series B, Biological sciences","The future of organ transplantation: from the laboratory to the clinic.","2001"
"98","11360116","2001 Apr","Miano M","Dini G","Bone marrow transplantation","Four year follow-up of a case of fucosidosis treated with unrelated donor bone marrow transplantation.","2001"
"99","11298593","2001 Mar","Fracchiolla NS","Cortelezzi A","British journal of haematology","Biological and molecular characterization of PNH-like lymphocytes emerging after Campath-1H therapy.","2001"
"100","11296131","2001 May","Weiss MA","Weiss MA","Current oncology reports","Novel treatment strategies in chronic lymphocytic leukemia.","2001"
"101","11277178","2001 Feb","Qamruddin AO","Chopra R","Bone marrow transplantation","Screening for cytomegalovirus (CMV) infection in allogeneic bone marrow transplantation using a quantitative whole blood polymerase chain reaction (PCR) method: analysis of potential risk factors for CMV infection.","2001"
"102","11268323","2000 Nov","Lanfranchi A","Porta F","Haematologica","Haploidentical peripheral blood and marrow stem cell transplantation in nine cases of primary immunodeficiency.","2000"
"103","11257744","2001 Mar-Apr","Domagała A","Kurpisz M","Medical science monitor : international medical journal of experimental and clinical research","CD52 antigen--a review.","2001"
"104","11249458","2000 May","Rienks A","Rienks A","Nephrology news &amp; issues","Almost-tolerance halves cyclosporine dose.","2000"
"105","11219009","2001","Allen G","Allen G","Metal ions in biological systems","Specific protein degradation by copper(II) ions.","2001"
"106","11160771","2001","White CA","Grillo-López AJ","Annual review of medicine","Antibody-targeted immunotherapy for treatment of malignancy.","2001"
"107","11158184","2001 Feb 7","Finkelstein JB","Finkelstein JB","Journal of the National Cancer Institute","FDA panel recommends two new cancer drugs for approval.","2001"
"108","11149212","2000 Dec 8","Geissler M","Blum HE","Deutsche medizinische Wochenschrift (1946)","[Therapeutic monoclonal antibodies].","2000"
"109","11147488","2000 Oct","Davis AT","Davis AT","Seminars in hematology","Monoclonal antibody-based therapy of lymphoid neoplasms: what's on the horizon?","2000"
"110","11128816","2000","Marks DI","Oakhill A","Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation","T cell-depleted unrelated donor bone marrow transplantation for acute myeloid leukemia.","2000"
"111","11122838","2000 Mar","McLaughlin P","McLaughlin P","Current oncology reports","Biotherapy for lymphoma.","2000"
"112","11085457","2000 Nov","Flynn JM","Byrd JC","Current opinion in oncology","Campath-1H monoclonal antibody therapy.","2000"
"113","11045999","2000 Nov 1","Graca L","Waldmann H","Journal of immunology (Baltimore, Md. : 1950)","Cutting edge: anti-CD154 therapeutic antibodies induce infectious transplantation tolerance.","2000"
"114","11040273","2000","Hainsworth JD","Hainsworth JD","The oncologist","Monoclonal antibody therapy in lymphoid malignancies.","2000"
"115","11037855","2000 Sep-Oct","Kapelushnik J","Nagler A","Journal of pediatric hematology/oncology","Fludarabine-based protocol for haploidentical peripheral blood stem cell transplantation in Hurler syndrome.","2000"
"116","11035276","2000 Oct","Bunjes D","Bunjes D","Transfusion science","T cell depletion of allogeneic stem cell grafts with anti-CD 52 monoclonal antibodies: the Ulm experience from 1983-1999.","2000"
"117","11022631","2000 Aug","Roux P","Novitzky N","South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde","The Cape Town experience with haematopoietic stem cell transplantation: the paediatric programme.","2000"
"118","11013436","2000 Nov","Yeung CH","Cooper TG","Molecular reproduction and development","Maturational changes of the CD52-like epididymal glycoprotein on cynomolgus monkey sperm and their apparent reversal in capacitation conditions.","2000"
"119","10960874","2000 Jun","Owen RG","Morgan GJ","Hematological oncology","Waldenström's macroglobulinaemia: laboratory diagnosis and treatment.","2000"
"120","10950363","2000 Aug","Byrd JC","Rai KR","Seminars in oncology","What choices are available for treatment of the patient with chronic lymphocytic leukemia who is fludarabine-refractory?","2000"
"121","10918407","2000 Jul","Hale G","Waldmann H","Bone marrow transplantation","CD52 antibodies for prevention of graft-versus-host disease and graft rejection following transplantation of allogeneic peripheral blood stem cells.","2000"
"122","10907481","1999 Jun","Rai KR","Rai KR","Haematologica","Chronic lymphocytic leukaemia. Current strategy and new perspectives of treatment.","1999"
"123","10894353","2000 Jun","Simpson D","Simpson D","Journal of hematotherapy &amp; stem cell research","Drug therapy for acute graft-versus-host disease prophylaxis.","2000"
"124","10891435","2000 Jul 1","Craddock C","Goldman JM","Blood","Estimating leukemia-free survival after allografting for chronic myeloid leukemia: a new method that takes into account patients who relapse and are restored to complete remission.","2000"
"125","10889906","2000 Apr","McElveen JE","Shakib F","Molecular pathology : MP","Characterisation of a mouse monoclonal anti-idiotype reactive with a V region sequence commonly used by human immunoglobulins.","2000"
"126","10877047","2000 Apr","Dearden CE","Catovsky D","Seminars in oncology","Clinical overview of pentostatin (Nipent) use in lymphoid malignancies.","2000"
"127","10845940","2000 Jun 15","Champlin RE","Horowitz MM","Blood","T-cell depletion of bone marrow transplants for leukemia from donors other than HLA-identical siblings: advantage of T-cell antibodies with narrow specificities.","2000"
"128","10848438","1999 Dec","Hale G","Hale G","Transfusion science","Recent developments in humanized MAbs for immunotherapy: a personal tribute to Dr. Martin Lockwood.","1999"
"129","10798754","2000 Apr 15","Novitzky N","Thomas VL","Transplantation","Bone marrow transplantation depleted of T cells followed by repletion with incremental doses of donor lymphocytes for relapsing patients with chronic myeloid leukemia: a therapeutic strategy.","2000"
"130","10798751","2000 Apr 15","Davison GM","Waldmann H","Transplantation","Immune reconstitution after allogeneic bone marrow transplantation depleted of T cells.","2000"
"131","10792280","2000 Mar","Cull GM","Russell NH","British journal of haematology","Preliminary experience of allogeneic stem cell transplantation for lymphoproliferative disorders using BEAM-CAMPATH conditioning: an effective regimen with low procedure-related toxicity.","2000"
"132","10761013","1998 Jan","Matutes E","Matutes E","Cancer control : journal of the Moffitt Cancer Center","T-cell Prolymphocytic Leukemia.","1998"
"133","10752996","2000 Apr","Dybjer A","Billström R","Leukemia &amp; lymphoma","Seropositive polyarthritis and skin manifestations in T-prolymphocytic leukemia/Sezary cell leukemia variant.","2000"
"134","10744652","2000 Apr","Hederer RA","Alexander DR","International immunology","The CD45 tyrosine phosphatase regulates Campath-1H (CD52)-induced TCR-dependent signal transduction in human T cells.","2000"
"135","10723585","2000 Feb","Byrne JL","Russell NH","Bone marrow transplantation","The effect of the serotherapy regimen used and the marrow cell dose received on rejection, graft-versus-host disease and outcome following unrelated donor bone marrow transplantation for leukaemia.","2000"
"136","10713664","2000 Feb","Pangalis GA","Siakantaris MP","Medical oncology (Northwood, London, England)","Campath-1H in B-chronic lymphocytic leukemia: report on a patient treated thrice in a 3 year period.","2000"
"137","21337085","2000","Glennie MJ","Tutt AL","Methods in molecular medicine","The application of monoclonal antibodies in the treatment of lymphoma.","2000"
"138","10611109","2000 Jan","Dick AD","Isaacs JD","The British journal of ophthalmology","Campath-1H therapy in refractory ocular inflammatory disease.","2000"
"139","10573085","1999 Nov 15","Rebello PR","Waldmann H","Transplantation","Anti-globulin responses to rat and humanized CAMPATH-1 monoclonal antibody used to treat transplant rejection.","1999"
"140","10565991","1999 Jan","","","Drugs in R&amp;D","Campath-1G. Campath IgG, Campath-1-IgG antibody.","1999"
"141","10561025","1999 Oct","Keating MJ","Keating MJ","Seminars in oncology","Chronic lymphocytic leukemia.","1999"
"142","10561018","1999 Oct","Dyer MJ","Dyer MJ","Seminars in oncology","The role of CAMPATH-1 antibodies in the treatment of lymphoid malignancies.","1999"
"143","10528911","1999 Oct","Rai KR","Rai KR","Seminars in hematology","Future strategies toward the cure of indolent B-cell malignancies. New biologic therapies.","1999"
"144","10524207","1999 Sep 3","Tone M","Waldmann H","Biochimica et biophysica acta","Structure and chromosomal location of mouse and human CD52 genes.","1999"
"145","10520035","1999 Oct","Rawstron AC","Hillmen P","British journal of haematology","The PNH phenotype cells that emerge in most patients after CAMPATH-1H therapy are present prior to treatment.","1999"
"146","10498590","1999 Oct 1","Curtis RE","Deeg HJ","Blood","Risk of lymphoproliferative disorders after bone marrow transplantation: a multi-institutional study.","1999"
"147","10498594","1999 Oct 1","Green A","Pamphilon DH","Blood","Children with acute lymphoblastic leukemia who receive T-cell-depleted HLA mismatched marrow allografts from unrelated donors have an increased incidence of primary graft failure but a similar overall transplant outcome.","1999"
"148","10489036","1999 Sep 11","Paolillo A","Miller DH","Neurology","Quantitative MRI in patients with secondary progressive MS treated with monoclonal antibody Campath 1H.","1999"
"149","10477459","1999 Sep","Locatelli F","Martini A","Haematologica","Mobilization and selection of peripheral blood hematopoietic progenitors in children with systemic sclerosis.","1999"
"150","10444204","1999 Jul","Otton SH","Johnson SA","British journal of haematology","Autoimmune thrombocytopenia after treatment with Campath 1H in a patient with chronic lymphocytic leukaemia.","1999"
"151","10417047","1999 Jun","Mumcuoglu M","Slavin S","Journal of hematotherapy","Enhancement of hematopoietic reconstitution with recombinant cytokines: effect of rhIL-6 in combination with rhGM-CSF and rhIL-3 on unmodified or T cell-depleted bone marrow.","1999"
"152","10366506","1999 Jun 4","James LC","Bloomer AC","Journal of molecular biology","1.9 A structure of the therapeutic antibody CAMPATH-1H fab in complex with a synthetic peptide antigen.","1999"
"153","10335520","1999 Apr","Smith PF","Darlington CL","Multiple sclerosis (Houndmills, Basingstoke, England)","Recent developments in drug therapy for multiple sclerosis.","1999"
"154","10329437","1999 May 19","Focarelli R","Rosati F","Biochemical and biophysical research communications","Biochemical and MALDI analysis of the human sperm antigen gp20, homologue of leukocyte CD52.","1999"
"155","10211898","1999 Apr","Martini A","Locatelli F","Arthritis and rheumatism","Marked and sustained improvement two years after autologous stem cell transplantation in a girl with systemic sclerosis.","1999"
"156","10092828","1999 Mar 15","Gilliland LK","Waldmann H","Journal of immunology (Baltimore, Md. : 1950)","Elimination of the immunogenicity of therapeutic antibodies.","1999"
"157","10071037","1999 Feb 27","Novitzky N","Waldmann H","Transplantation","Ex vivo depletion of T cells from bone marrow grafts with CAMPATH-1 in acute leukemia: graft-versus-host disease and graft-versus-leukemia effect.","1999"
"158","10050661","1999 Jan","Focarelli R","Rosati F","Molecular human reproduction","A sialoglycoprotein, gp20, of the human capacitated sperm surface is a homologue of the leukocyte CD52 antigen: analysis of the effect of anti-CD52 monoclonal antibody (CAMPATH-1) on capacitated spermatozoa.","1999"
"159","9866817","1998 Dec","Bonn D","Bonn D","Molecular medicine today","Leukocyte depletion for leukaemia and multiple sclerosis.","1998"
"160","9838682","1998 Nov","Calne R","Calne R","Transplantation proceedings","""Almost tolerance"" in the clinic.","1998"
"161","9834254","1998 Dec 1","Dumont-Girard F","Roosnek E","Blood","Reconstitution of the T-cell compartment after bone marrow transplantation: restoration of the repertoire by thymic emigrants.","1998"
"162","9824507","1998 Nov","Rowan W","Brett SJ","Immunology","Cross-linking of the CAMPATH-1 antigen (CD52) mediates growth inhibition in human B- and T-lymphoma cell lines, and subsequent emergence of CD52-deficient cells.","1998"
"163","9811544","1998 Nov 20","Cheetham GM","Bloomer AC","Journal of molecular biology","Crystal structures of a rat anti-CD52 (CAMPATH-1) therapeutic antibody Fab fragment and its humanized counterpart.","1998"
"164","9809379","1998 Sep","Brochet B","Brochet B","Revue neurologique","[Non-specific immunosuppression and multiple sclerosis].","1998"
"165","9777606","1998 Apr","Thurmond LM","Orban BS","Journal of pharmaceutical and biomedical analysis","A kinetic enzyme immunoassay for the quantitation of antibodies to a humanized monoclonal antibody in human serum.","1998"
"166","9747629","1998 Jul","Maloney DG","Maloney DG","Current opinion in hematology","Advances in immunotherapy of hematologic malignancies.","1998"
"167","9737590","1998 Sep 1","Stebbings R","Walker B","AIDS research and human retroviruses","Mechanisms of protection induced by attenuated simian immunodeficiency virus. II. Lymphocyte depletion does not abrogate protection.","1998"
"168","9734890","1998 Jun 6","Calne R","Waldmann H","Lancet (London, England)","Prope tolerance, perioperative campath 1H, and low-dose cyclosporin monotherapy in renal allograft recipients.","1998"
