"PubSID","Name"
"9544240330","antiadhesion molecules"
"9544240330","bone marrow transplantation"
"9544240330","HLA-mismatched transplants"
"9544240330","inborn errors"
"9544240330","T-cell depletion"
"0029788549","Allogenic BMT"
"0029788549","CAMPATH-1G"
"0029788549","Hepatitis"
"0029788549","T cell depletion"
"9844258325","Anti-CD4"
"9844258325","CAMPATH"
"9844258325","Immunotherapy"
"9844258325","Psoriasis"
"9844258325","Rheumatoid arthritis"
"0027861106","CAMPATH 1G"
"0027861106","Cytokines"
"0027861106","Megakaryocytopoiesis"
"0027861106","T cell activation"
"17944366282","Allogeneic transplantation"
"17944366282","BEAM"
"17944366282","CAMPATH"
"17944366282","Donor lymphocyte infusion"
"17944366282","Lymphoproliferative disorders"
"17944366282","Stem-cell transplantation"
"0034032889","Anti-idiotype"
"0034032889","Antibody"
"0034032889","Der p 1"
"0034032889","IgE"
"0034032889","Mite"
"0031297197","Asthenozoospermia"
"0031297197","CAMPATH-1"
"0031297197","Epididymal secretion"
"0031297197","Glycosylphosphatidylinositol-anchor"
"0031297197","Sperm motility"
"0029589904","CD52"
"0029589904","Fc"
"0029589904","IgG"
"0029589904","pharmacokinetics"
"0029589904","radioimmunotherapy"
"17944375123","CAMPATH"
"17944375123","Fludarabine"
"17944375123","GvHD"
"17944375123","Melphalam"
"17944375123","Non-myeloablative"
"17944375123","Stem-cell transplantation"
"0030667450","Bone marrow"
"0030667450","Campath-1M"
"0030667450","CD34+ cell enriched"
"0030667450","Immunotherapy"
"0030667450","Unadsorbed fraction"
"0030994222","autoimmune neutropenia"
"0030994222","Campath-1 antibodies"
"0030994222","Campath-1H"
"0028807213","Corneal transplantation"
"0028807213","Graft rejection"
"0028807213","Immunosuppression"
"0028807213","Monoclonal antibodies"
"0028807213","Rheumatoid arthritis"
"0028807213","Ulcerative keratitis"
"0034864666","Immunotherapy"
"0034864666","Monoclonal antibody"
"0034864666","Non-Hodgkin's lymphoma"
"0034864666","Radioimmunotherapy"
"0034864666","Rituximab"
"0035555519","Bone marrow"
"0035555519","CAMPATH"
"0035555519","CD52"
"0035555519","Half-life"
"0035555519","Pharmacokinetics"
"0035555519","Stem cell"
"0035555519","T-cell depletion"
"0005741287","Immune function"
"0005741287","Long-term follow-up"
"0005741287","Outcome"
"0005741287","SCID"
"0005741287","T-cell depletion"
"0029934535","Immunotherapy CAMPATH-1H vinyl chloride"
"0029934535","Monoclonal antibody"
"0029934535","Scleroderma"
"0029875268","Antiglobulin response"
"0029875268","CAMPATH-1H"
"0029875268","Immunotherapy"
"0029875268","Monoclonal antibody"
"0029875268","Rheumatoid arthritis"
"0034941907","Allogeneic"
"0034941907","Bone marrow transplant"
"0034941907","Graft versus host disease"
"17644442155","Campath-1M"
"17644442155","Immunoselection"
"17644442155","Sequential T cell depletion"
"1842369667","CAMPATH-1G"
"1842369667","Epididymal secretion"
"1842369667","Flow cytometry"
"1842369667","Human"
"1842369667","Protein uptake"
"1842369667","Sperm maturation"
"0029823434","CAMPATH-1H"
"0029823434","DCF"
"0029823434","hairy cell leukemia"
"0029823434","Sezary syndrome"
"0029823434","T-prolymphocytic leukemia"
"0029563888","ADCC"
"0029563888","Antibody"
"0029563888","CAMPATH"
"0029563888","Glycosylation"
"0029563888","Oligosac-charide"
"0031900323","Alternative donor"
"0031900323","Haploidentical"
"0031900323","Peripheral blood progenitor cells"
"0031900323","T-cell addback"
"0031900323","Unrelated"
"9444257631","Childhood ALL"
"9444257631","T-cell depletion"
"9444257631","Unrelated donor BMT"
"0026518375","CAMPATH‐1H"
"0026518375","cDNA"
"0026518375","humanized monoclonal antibody"
"0026518375","myeloma cells"
"0030960290","Biologic therapy"
"0030960290","Campath-1H"
"0030960290","Clinical trial"
"0030960290","Monoclonal antibody"
"0030960290","Rheumatoid arthritis"
"0031027623","B-PLL"
"0031027623","CAMPATH-1H"
"0031027623","CLL"
"0031027623","Fludarabine"
"0031027623","MonoclonaI antibody"
"9044245304","Bone marrow transplantation"
"9044245304","Juvenile chronic myelomonocytic leukaemia"
"9044245304","Matched-unrelated donors"
"9044245304","Myelodysplastic syndrome"
"0028877185","CAMPATH-1H"
"0028877185","Phospholipase A2"
"0028877185","Rheumatoid arthritis"
"0028877185","TNF-α"
"0029056848","In vivo/ex vivo"
"0029056848","T cell depletion"
"0023615397","Class switch"
"0023615397","Isotope"
"0023615397","Monoclonal antibody"
"0023615397","Reverse passive hemagglutination"
"0023615397","Serotherapy"
"0023615397","Sib selection"
"0034027095","Allogeneic transplantation"
"0034027095","BEAM"
"0034027095","CAMPATH"
"0034027095","Lymphoma"
"0034022540","Meningeal leukemia"
"0034022540","Seropositive polyarthritis"
"0034022540","Sezary cell leukemia"
"0034022540","T prolymphocytic leukemia"
"0029135091","bone marrow transplantation"
"0029135091","partial T‐lymphocyte depletion"
"0035919585","Albumin"
"0035919585","Hydrophobic interaction membrane chromatography"
"0035919585","Membranes"
"0035919585","Monoclonal antibodies"
"0035919585","Proteins"
"0032053671","C1H antibody"
"0032053671","Human serum"
"0032053671","Humanized monoclonal antibody"
"0032053671","Immunogenicity"
"0032053671","Kinetic enzyme immunoassay"
"0026353531","humanized monoclonal antibodies"
"0026353531","rheumatoid arthritis"
"0026353531","therapeutics"
"0034765992","Bone marrow, cyclosporin"
"0034765992","CAMPATH"
"0034765992","CD52"
"0034765992","PBSC"
"0034765992","Registry"
"0034765992","T-cell depletion"
"0033546980","Campath 1H"
"0033546980","Monoclonal antibody"
"0033546980","Quantitative MRI"
"0033546980","Secondary progressive MS"
"0031022899","Campath-1H"
"0031022899","CD52"
"0031022899","clonal"
"0031022899","monoclonal antibody"
"0031022899","T cells"
"0035559387","Campath-1H"
"0035559387","Chlorambucil"
"0035559387","Chronic lymphocytic leukemia"
"0035559387","Corticosteroids"
"0035559387","Fludarabine"
"0035559387","Infection"
"0035559387","Prophylaxis"
"0032925436","Capacitation"
"0032925436","CD52"
"0032925436","Glycoproteins"
"0032925436","Leukocytes"
"0032925436","Spermatozoa"
"0030786588","Sezary cells"
"0030786588","T prolymphocytes"
"0030786588","T-PLL variant"
"0029852737","Campath"
"0029852737","Cytokine"
"0029852737","Fc receptors"
"0029852737","Monoclonal antibody"
"0029852737","Rheumatoid arthritis"
"0029928384","Campath"
"0029928384","Graft rejection"
"0029928384","GVHD"
"0029564864","CAMPATH-1G"
"0029564864","Polyarthritis"
"0029564864","Serum sickness"
"0025350361","Allogeneic"
"0025350361","Hemopoietic precursor cells"
"0025350361","Micro long-term bone marrow cultures"
"0025350361","Syngeneic hemopoietic stem cells"
"0025350361","T cell depletion"
"0034760878","Autoimmune cytopenias"
"0034760878","CAMPATH"
"0034760878","Hemoytic anemia"
"0034760878","Immune thrombocytopenia pupura"
"0034760878","Neutropenia"
"0034760878","Red cell aplasia"
"0034265810","Fludarabine"
"0034265810","Haploidentical peripheral blood stem cell transplant"
"0034265810","Hurler syndrome"
"0034265810","T-cell depletion"
"0033996579","ATG"
"0033996579","BMT"
"0033996579","Cell dose"
"0033996579","GVHD"
"0033996579","Leukaemia"
"0031900971","Bone marrow transplantation"
"0031900971","Fanconi anemia"
"0031900971","Inborn errors"
"0031900971","Thalassemia"
"0031900971","Unrelated donors"
"0027853686","CAMPATH-1"
"0027853686","Monocytes"
"0027853686","Neutrophils"
"0029824828","AlloPBSCT"
"0029824828","Campath-1"
"0029824828","Conjugation"
"0029824828","Cytotoxicity"
"0029824828","Natural killer cells"
"0029824828","Proliferation"
"0029937765","Campath-1H"
"0029937765","chronic lymphocytic leukaemia"
"0029937765","monoclonal antibody"
"0029937765","therapy"
"0025299676","BFUe"
"0025299676","Campath-1M"
"0025299676","CFU-GM"
"0025299676","Peripheral blood"
"0035967493","Organ transplantation"
"0035967493","Tolerance"
"0030964964","Campath-1H"
"0030964964","CLL"
"0029948935","Aplastic anaemia"
"0029948935","Campath-1G"
"0029948935","Chimaerism"
"0022795586","bone marrow cells"
"0022795586","Cell fractionation using immunoadsorbent agarose-polyacrolein beads"
"0022795586","colony forming units (CFU-GM)"
"0022795586","depletion of T cells from human marrow"
"0022795586","goal anti-mouse immunoglobulin"
"0022795586","monoclonal anti-T cell antibody (Leu-1)"
"0022795586","monoclonal antilymphocyte antibody (CAM-PATH-1)"
"0022795586","protein A"
"0034932492","Cryptic epitope"
"0034932492","Epididymal secretion"
"0034932492","Flow cytometry"
"0034932492","Sperm protein"
"0034932492","Surface antigen"
"0035053076","Campath-1H"
"0035053076","CLL"
"0035053076","Cytokines"
"0035053076","PIG-A"
"0035053076","PNH-like lymphocytes"
"0035075569","Antigens"
"0035075569","CD52"
"0035075569","Glycocalyx"
"0035075569","Sperm glycoproteins"
"0034033048","Campath-1H"
"0034033048","CD45"
"0034033048","CD52"
"0034033048","Transduction"
"0032812440","CAMPATH-1"
"0032812440","CD24"
"0032812440","CD52"
"0032812440","Chromosomal location"
"0032812440","Gene structure"
"0033949148","CAMPATH-1"
"0033949148","Graftfailure"
"0033949148","GVHD"
"0033949148","HLA-identical sibling"
"0033949148","Peripheral blood progenitor cells"
"0033949148","T cell depletion"
"0032839386","Autoimmune thrombocytopenia"
"0032839386","Campath 1H"
"0032839386","CLL"
"0031874443","Blood stem cells"
"0031874443","Disease"
"0031874443","Graft-versus-host"
"0031874443","Recovery"
"0031874443","Relapse"
"0025063076","Bone marrow transplantation"
"0025063076","Chronic myeloid leukemia"
"0025063076","Unrelated donors"
"0034810956","Campath-1H"
"0034810956","LGNHL"
"0034810956","Monoclonal antibodies"
"0034810956","Transplantation"
"0035091343","Ibritumomab tiuxetan"
"0035091343","IDEC-Y2B8"
"0035091343","Monoclonal antibody"
"0035091343","Non-Hodgkin's lymphoma"
"0035091343","Radioimmunotherapy"
"0035091343","Rituximab"
"0033624358","Waldenstrom's macroglobulinaemia"
"0031299076","Bone marrow transplantation"
"0031299076","Sickle cell disease"
"0029780251","Campath"
"0029780251","Cleavage"
"0029780251","Copper"
"0029780251","Cupric ion"
"0029780251","Hinge peptide"
"0029780251","IgG"
"0029780251","Immunoglobulin G"
"9444232751","B cell lymphoma"
"9444232751","BMT"
"9444232751","Children"
"9444232751","Risk factors"
"0035029829","Fucosidosis"
"0035029829","Hematopoietic stem cell transplantation"
"0035029829","Inborn errors"
"0032736327","CAMPATH-1H"
"0032736327","Clonal selection"
"0032736327","Dual pathogenesis"
"0032736327","PNH"
"0030300084","CAMPATH"
"0030300084","Immunotherapy"
"0030300084","Low grade lymphoma"
"0030300084","Monoclonal antibody"
"0030300084","Non-Hodgkin's lymphoma"
"15844389121","Allogeneic bone marrow transplantation"
"15844389121","Campath-1G"
"15844389121","Chronic lymphocytic leukemia"
"15844389121","Fludarabine"
"15844389121","T cell depletion"
"15844389121","Total lymphoid irradiation"
"15844389121","Unrelated donor"
"0028870425","Cyclosporin A"
"0028870425","Cytokine production"
"0028870425","Glycosylphosphatidylinositol"
"0028870425","Humanized antibodies"
"0028870425","Signalling"
"0028870425","T cell proliferation"
"0033034356","Chronic lymphocytic leukaemia"
"0033034356","DiSC assay"
"0033034356","High dose methyl prednisolone"
"0033583814","Antigens"
"0033583814","CD52"
"0033583814","Glycoproteins"
"0033583814","Leukocytes"
"0033583814","Sperm"
"0032553334","Antibody humanization"
"0032553334","CD52"
"0032553334","Molecular replacement"
"0032553334","Protein crystallography"
"0032553334","Therapeutic antibodies"
"0029583823","CAMPATH-1"
"0029583823","CD52"
"0029583823","Glycosylphosphatidylinositol"
"0029583823","Mimotope"
"0029583823","Peptide library"
"0034090521","BM"
"0034090521","CAMPATH"
"0034090521","PBSC"
"0034090521","T-cell depletion"
"0028838033","Allogeneic transplantation"
"0028838033","CAMPATH-1"
"0028838033","CD34+ selection"
"0028838033","G-CSF"
"0028838033","PBPC"
"0028838033","T cell depletion"
"0027462047","Anti-sperm monoclonal antibodies"
"0027462047","CAMPATH-1"
"0027462047","CDw52 antigen"
"0027462047","epididymis"
"0027462047","GPI anchor"
"0027462047","seminal plasma"
"0027462047","spermatozoa"
"0023239023","CAMPATH-1 antibody"
"0023239023","Cynomolgus monkey"
"0023239023","Inheritance of"
"0023239023","Red cell antigen"
"0033782087","Decapacitation"
"0033782087","Epididymal secretion"
"0033782087","HE5"
"0033782087","Sperm maturation"
"0033782087","Sperm protein"
"0032005642","Anti-CD52"
"0032005642","B and T cells"
"0032005642","B and T leukemias"
"0032005642","Campath-1H"
"0027456571","Antibody dependent cellular cytotoxicity"
"0027456571","Complement lysis"
"0027456571","Donor heterogeneity"
"0027456571","Structural motifs"
"0033775935","Indolent lymphoma"
"0033775935","Large-cell lymphoma"
"0033775935","Monoclonal antibodies"
"0033775935","Radioimmunoconjugates"
"0033775935","Rituximab"
"0028946632","CMV infection"
"0028946632","T cell depletion"
"0028946632","Transplantation"
"0030016433","Anti-CD45 mAbs"
"0030016433","Anti-CD52 mAbs"
"0030016433","Immunotherapy"
"0030016433","Non-Hodgkin's lymphoma"
"0030016433","Scid mouse"
"0028987120","allogeneic BMT"
"0028987120","donor lymphocytes"
"0028987120","T‐cell depletion"
"0022527509","CAMPATH pan-T rat monoclonal anti-body"
"0022527509","Lymphocyte subpopulation marker"
"0022527509","Monoclonal antibody rosetting reaction"
"0029429152","Antigen"
"0029429152","Blood"
"0029429152","Cytokines"
"0029429152","Human"
"0029429152","Isotype"
"0029429152","Serotherapy"
"0029558207","carbohydrate"
"0029558207","galactose"
"0029558207","glycosidase"
"0029558207","IgG1"
"0029558207","sialic acid"
"0029558207","structure-function"
"0021016329","full length clones"
"0021016329","globin"
"0021016329","oligo(dT)-primed first strand synthesis"
"0021016329","preproenkephalin"
"0021016329","Recombinant DNA"
"0021016329","RNase H and DNA polymerase I mediated second strand synthesis"
"20244383278","Campath-1"
"20244383278","Engraftment"
"20244383278","T-cell depletion"
"17844403981","Allogeneic transplantation"
"17844403981","Graft-versus-host disease"
"17844403981","Peripheral blood stem cell"
"0035109602","Allogeneic"
"0035109602","Bone marrow transplantation"
"0035109602","Cytomegalovirus"
"0035109602","PCR"
"0033694554","Bone marrow transplantation"
"0033694554","Peripheral blood stem cells"
"0033694554","Primary immunodeficiency"
"0034062199","B-CLL"
"0034062199","Campath-1H"
"0034062199","Monoclonal antibodies"
"0031414124","Biotherapy"
"0031414124","CLL"
"0031414124","Purine Analogues"
"0031414124","Transplantation"
"0031414124","Treatment"
"0031058173","Severe combined immunodeficiency"
"0031058173","T cell depletion"
"0029677898","CD52(CAMPATH-1)"
"0029677898","Epididymis"
"0029677898","GPI-anchor"
"0029677898","Sperm maturation"
"0029677898","Sperm membrane glycoprotein"
"0026487081","CAMPATH-1 antigen"
"0026487081","CDw52 antigen"
"0026487081","Epididymal protein"
"0029869119","CAMPATH-1H"
"0029869119","Cytokines"
"0029869119","Lymphocytes"
"0029869119","Multiple sclerosis"
"0029869119","Symptoms"
"0033655656","Acute myeloid leukemia"
"0033655656","Bone marrow transplantation"
"0033655656","Unrelated donor"
"0029175679","Chinese hamster ovary"
"0029175679","dhfr"
"0029175679","ferric citrate"
"0029175679","Insulin"
"0029175679","serum-free"
"0030042960","glutamine synthetase"
"0030042960","humanised monoclonal antibody"
"0030042960","mouse myeloma"
"0030042960","NS0 cells"
"0030042960","serum-free"
"0025041808","Campath-1"
"0025041808","Differentiation"
"0025041808","Leukemia lymphoma lines"
"0034517516","B-cell lymphoma"
"0034517516","Campath-1H"
"0034517516","CD20 antigen"
"0034517516","CD52 antigen"
"0034517516","CLL"
"0034517516","IDEC-C2B8"
"0034517516","Monoclonal antibodies"
"0034517516","Rituximab"
"0026028117","AML"
"0026028117","AUL"
"0026028117","CD45"
"0026028117","CDw52"
"0026028117","TCR/Ig rearrangement"
"0025652892","Anitbody therapy"
"0025652892","CAMPATH-1"
"0025652892","Leukemia"
"0025652892","Lymphoma"
"0029187782","culture medium"
"0029187782","hybridoma"
"0029187782","myeloma"
"0029187782","protein-free"
"0029187782","Y0"
"0029173973","cholesterol auxotroph"
"0029173973","cholesterol-free"
"0029173973","mouse myeloma"
"0029173973","NS0"
"0029173973","protein-free"
"0025516520","Anti-idiotype"
"0025516520","Anti-isotype"
"0025516520","Antibody"
"0025516520","Humanisation"
"0025516520","Therapy"
"0027034181","cell line stability"
"0027034181","glutamine synthetase"
"0027034181","process development"
"0027034181","recombinant antibodies"
"0027386707","cDNA cloning of HE5"
"0027386707","HE5 mRNA localization"
"0027386707","In situ transcript hybridization"
"0029925313","Cysteine-rich"
"0029925313","Epididymis"
"0029925313","Human cDNA"
"0029925313","Salivary gland"
"0029925313","Secretory"
"0030202287","ATP homeostasis"
"0030202287","CASA"
"0030202287","Demembranation and reactivation"
"0030202287","DNFB"
"0030202287","Enzyme activity"
"0026521538","Acrosome reaction"
"0026521538","Protein migration"
"0026521538","Rat sperm capacitation"
"0027529607","Epididymal duct"
"0027529607","HE1"
"0027529607","HE2"
"0027529607","HE5"
"0027529607","Length distribution"
"0027529607","Regional specialization"
"0028009798","Glycoprotein"
"0028009798","GPI"
"0028009798","Maturation"
"0028009798","Sperm"
"0030089901","CAMPATH-1"
"0030089901","CD antigens"
"0030089901","Epididymis"
"0030089901","Immunosuppression"
"0030089901","Sperm maturation"
"0029865964","CD46"
"0029865964","CD52"
"0029865964","CD55"
"0029865964","CD59"
"0029865964","prostasomes"
"0029951829","GZS-1 antigen"
"0029951829","Human spermatozoa"
"0029951829","Lymphocytes"
"0029951829","Monoclonal antibody"
"0029073339","GVHD"
"0029073339","Unrelated donors"
"0027213870","AML"
"0027213870","Arabinosylcytosine"
"0027213870","Fludarabine"
"0027213870","Refractory"
"0027213870","Relapsed leukemia"
"0031054161","CMV antigenemia"
"0031054161","CMV-associated disease"
"0031054161","Unrelated donor BMT"
"0028073281","Acute myelogenous leukemia"
"0028073281","Chronic lymphocytic leukemia"
"0028073281","Fludarabine"
"0028073281","Low grade lymphoma"
"0028073281","Lymphoid malignancies"
"0028073281","Myelodysplastic syndrome"
"0028073281","Radiation sensitizer"
"0026637511","B-CLL"
"0026637511","Bone marrow remission"
"0026637511","CD19"
"0026637511","CD5"
"0026637511","Gene rearrangements"
"0026637511","Lymphocytic leukemia"
"0026637511","PCR"
"0026637511","Residual disease"
"0030031644","Bone marrow transplantation"
"0030031644","Immunosuppression"
"0030031644","Mercuric chloride"
"0030031644","Microchimerism"
"0030031644","Vasculitis"
"0032836986","Autoimmune disease"
"0032836986","Bone marrow"
"0032836986","Mortality"
"0032836986","Stem cell"
"0032836986","Toxicity"
"0032616805","Adoptive immunotherapy"
"0032616805","Mixed chimerism"
"0032616805","Nonmyeloablative stem cell transplantation"
"0025856309","Cell adhesion"
"0025856309","Cell migration"
"0025856309","Lateral mobility"
"0025856309","Regulation"
"0025856309","T lymphocytes"
"0033031511","Andrology"
"0033031511","Quality control"
"0033031511","Ring trials"
"0033031511","Semen analysis"
"0033031511","Spermatology"
"2442754050","Gamete recognition"
"2442754050","Oviduct"
"2442754050","Spermatozoa"
"2442754050","Zona pellucida"
"2442754050","Zona pellucida-binding proteins"
"0023105575","human hybridoma"
"0023105575","seminal plasma"
"0023105575","sperm immobilizing and agglutinating antibodies"
"0028850479","Capacitation"
"0028850479","Glycoconjugates"
"0028850479","Human spermatozoa"
"0028850479","Lectins"
"0028850479","Sialic acid"
"0026343224","Antisperm antibodies"
"0026343224","Hemizona assay"
"0026343224","Human"
"0026343224","Spermatozoa"
"0032904597","Animal models"
"0032904597","Antifertility"
"0032904597","Contraception"
"0032904597","Epididymis"
"0032904597","Male infertility"
"0033982487","Bicarbonate"
"0033982487","Boar spermatozoa"
"0033982487","Cyclic AMP"
"0033982487","Lipid"
"0033982487","Plasma membrane"
"0033982487","Protein kinases"
"0033982487","Protein phosphatases"
"0035208037","CD52"
"0035208037","Glycans, N-linked"
"0035208037","Glycosylphosphatidyl-inositol anchor"
"0035208037","Sperm antigen HE5"
"0031736457","Acrosome reaction"
"0031736457","Flow cytometry"
"0031736457","Fucoidin"
"0031736457","Sperm viability"
"0031736457","Vial dye"
"0029657896","Cyclic nucleotides"
"0029657896","Flow cytometry"
"0029657896","Merocyanine 540"
"0031907450","Antibodies"
"0031907450","Capacitation"
"0031907450","Epididymal maturation"
"0031907450","Fertilization"
"0031907450","Human spermatozoa"
"0031779607","CAMPATH-1G"
"0031779607","Epididymal protein"
"0031779607","Fertility"
"0031779607","Flow cytometry"
"0031779607","Sperm CD52"
"0033783552","Fertilisation"
"0033783552","Glycoproteins"
"0033783552","Human epididymis"
"0033783552","Sperm maturation"
"0032815454","Autoimmunity"
"0032815454","Contraception"
"0032815454","Glycocalyx"
"0032815454","Isoimmunity"
"0032815454","Lymphocyte"
"0026708871","andrology"
"0026708871","computer data base"
"0026708871","Internal quality control"
"0026708871","semen analysis"
"0028872592","Macaca"
"0028872592","protein secretion"
"0028872592","Recombinant DNA"
"0028872592","sperm maturation"
"0028872592","spermatozoa"
"0029890555","CASA"
"0029890555","Cynomolgus monkey"
"0029890555","Marmoset"
"0029890555","Monkey epididymis"
"0029890555","Sperm function"
"0029890555","Sperm maturation"
"0032921248","Glycoprotein"
"0032921248","Maturation"
"0032921248","Mouse"
"0032921248","Oligosaccharide"
"0032921248","PH-20"
"0032921248","Spam1"
"0025240758","cDNA cloning"
"0025240758","epididymis"
"0025240758","gene expression"
"0025240758","human"
"0029797551","Capacitation"
"0029797551","development"
"0029797551","epididymis"
"0029797551","macaque"
"0029797551","primate"
"2442745953","Cloned human antigens"
"2442745953","Epididymis"
"2442745953","Glycoconjugates"
"2442745953","Sperm maturation"
"2442745953","Sperm surface"
"0018913067","rhesus monkey"
"0018913067","seasonality"
"0018913067","testicular function"
"0026082050","calcium influx"
"0026082050","capacitation"
"0026082050","fertilization"
"0026082050","monoclonal antibodies"
"0026082050","sperm antigen"
"0026082050","zona pellucida"
"0030770471","Calcium ionophore"
"0030770471","Capacitation"
"0030770471","Human epididymis"
"0030770471","Hypo-osmotic swelling"
"0030770471","Sperm maturation"
"0031800745","MDC proteins"
"0031800745","Metalloproteinase-like disintegrin-like cysteine-rich proteins"
"0031800745","Sperm antigens"
"0031800745","Spermatozoa"
"0029861018","Fertilization"
"0029861018","Sperm antigen processing"
"0029861018","Spermatogenesis"
"0031470510","BCR- ABL"
"0031470510","Competitive RT-PCR"
"0031470510","Donor leucocyte transfusion"
"0031470510","Molecular remission"
"0031470510","Nested RT-PCR"
"0032605618","Donor leukocyte infusions"
"0032605618","Graft-vs.-leukemia reaction"
"0032605618","Relapse"
"0029915037","Acute myeloid leukaemia"
"0029915037","Bone marrow transplantation"
"0029915037","Chronic myeloid leukaemia"
"0021690190","ELISA"
"0021690190","KLH"
"0021690190","natural antibodies"
"0021690190","non-specific IgM"
"0025068741","Anti-globulin"
"0025068741","Anti-idiotype"
"0025068741","ELISA"
"0025068741","Monoclonal antibody"
"0025068741","Transplantation"
"0025516477","Antiglobulin"
"0025516477","Chimeric antibodies"
"0025516477","Recombinant antibodies"
"0025516477","Reshaped antibodies"
"0025516477","Therapeutic antibodies"
"0020564003","fluorescence activated cell sorting"
"0020564003","haemopoietic cells"
"0020564003","immunoperoxidase"
"0020564003","monoclonal antibodies"
"0019987517","leukemia/lymphoma cell lines"
"0019987517","Monoclonal antibodies"
"0032925443","B-cell"
"0032925443","Hodgkin's disease"
"0032925443","Leukemia"
"0032925443","Lymphoma"
"0032925443","Non-Hodgkin's lymphoma"
"0032925443","T cell"
"0022625608","computed tomograph"
"0022625608","intracerebellar tumour"
"0022625608","surface markers"
"0022625608","T‐cell chronic lymphocytic leukaemia"
"0025905102","Bone marrow transplantation"
"0025905102","Immunomodulation"
"0025905102","Immunosuppression"
"0029983008","CML"
"0029983008","Host haematopoiesis"
"0029983008","Mixed chimaerism"
"0029983008","Ph-negative"
"0027474142","immunosuppression"
"0027474142","kidney transplantation"
"0027474142","transplantation immunology"
"0029820588","Bone marrow transplantation"
"0029820588","Brain, magnetic resonance"
"0029820588","Leukemia"
"0030444375","BMT"
"0030444375","CML"
"0030444375","PCR"
"0030444375","Relapse"
"0025853699","Monoclonal antibody"
"0025853699","Therapy"
"0025853699","Tolerance"
"0025853699","Transplantation"
"0030626129","B-cell chronic lymphocytic leukaemia"
"0030626129","Treatment"
"0031929960","Cancer"
"0031929960","Cell markers"
"0031929960","Immunoassay"
"0031929960","Monoclonal antibodies"
"0029665232","Juvenile chronic myeloid leukaemia"
"0029665232","Unrelated donor bone marrow transplantation"
"0029825373","clinical trials"
"0029825373","multiple sclerosis"
"0029825373","new drug treatments"
"0030098264","immunosuppressive therapy"
"0030098264","systemic vasculitides"
"0031011793","Immunotoxins"
"0031011793","Monoclonal antibodies"
"0031011793","Non-hodgkin's lymphoma"
"0031011793","Surface antigens"
"0026523294","biological agents"
"0026523294","rheumatoid arthritis"
"0030457118","Hematological malignancy"
"0030457118","Human antimouse antibodies"
"0030457118","Monoclonal antibodies"
"0031866747","allergic/EAE"
"0031866747","APL"
"0031866747","Cytokine deviation"
"0031866747","Encephalomyelitis"
"0031866747","GGF2"
"0031866747","Golli-MBP"
"0031866747","Immune tolerance"
"0031866747","Interferon β"
"0031866747","MMP"
